"caseIndex","opponent","opponentMapOrdinal","mapId","directionOrdinal","candidateStart","opponentStart","candidateStartOrdinal","opponentStartOrdinal","countryOrdinal","country","candidateSlot","requestedEngineSeed","maxUpdates","stratumId","topologyId","role","schedulerJobId","pairedArtifactSha256","sourceCommit","disabledV5","disabledV6","v2V5","v2V6"
"759","ra2web_advanced","6","hfo-bvb","0","87,158","151,119","0","1","1","Alliance","1","3350108759","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081356","7f886e07a258a8fa5e2df0f2be266c08cc6b8f80913555695fab5d9d892a1b91","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":9364,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":9364,""winner"":""candidate""}","{""status"":""baseline_win"",""tick"":23470,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":23470,""winner"":""baseline""}"
"760","ra2web_advanced","6","hfo-bvb","0","87,158","151,119","0","1","2","French","0","3350108760","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081357","085443907855186576e8591a02f0e13513939b9d42f350d707f44678a0442aec","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"761","ra2web_advanced","6","hfo-bvb","0","87,158","151,119","0","1","2","French","1","3350108761","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081559","75fd7b71b23371faefd61b1eef162e0b54f3e8d803c32ba7337656db5e959f43","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":16030,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":16030,""winner"":""candidate""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"762","ra2web_advanced","6","hfo-bvb","0","87,158","151,119","0","1","3","Germans","0","3350108762","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081571","15d4de9403484119c83c1e44044be2b0f5f70b03e5c3125e21fbcc39adc06ff2","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":10503,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":10503,""winner"":""candidate""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"763","ra2web_advanced","6","hfo-bvb","0","87,158","151,119","0","1","3","Germans","1","3350108763","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081572","6761459d4ace20ab47c77aefd42a52dcf974f5da4467834db6849e2b29017fd0","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":14704,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":14704,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":16306,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":16306,""winner"":""candidate""}"
"764","ra2web_advanced","6","hfo-bvb","0","87,158","151,119","0","1","4","British","0","3350108764","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081582","1b66d1895c75d310e47ba1e067f662d42e025ffca398d5662e95db5b6d078a30","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":10276,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":10276,""winner"":""candidate""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"765","ra2web_advanced","6","hfo-bvb","0","87,158","151,119","0","1","4","British","1","3350108765","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081584","1ce1dee4dc1342eee2b80a4a15d0f39aed7709d7959b6b541269c7f4bb0c5c4d","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":10791,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":10791,""winner"":""candidate""}","{""status"":""baseline_win"",""tick"":19048,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":19048,""winner"":""baseline""}"
"766","ra2web_advanced","6","hfo-bvb","0","87,158","151,119","0","1","5","Africans","0","3350108766","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081585","b482fe28b868ca591ed540188456dbe62fbbe5230f6b21f871d4aaff387d20ac","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"767","ra2web_advanced","6","hfo-bvb","0","87,158","151,119","0","1","5","Africans","1","3350108767","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081630","53c1d3d7763561384fe8ce3d997ac15239a293d00deb722c507d1881c81db4b0","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"768","ra2web_advanced","6","hfo-bvb","0","87,158","151,119","0","1","6","Arabs","0","3350108768","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081641","15876479f0181e3c98128163748edf7f452d6a12632e0f509236fd23461f4c29","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"769","ra2web_advanced","6","hfo-bvb","0","87,158","151,119","0","1","6","Arabs","1","3350108769","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081648","a0fd9ec23f6c0a4ef68aac78c453488d0897e984b753d4c96a45a2c775714577","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"770","ra2web_advanced","6","hfo-bvb","0","87,158","151,119","0","1","7","Confederation","0","3350108770","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081665","0817063242ebcf473dd24671764d3893560d4b757ad323c33c073d36f90134bb","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"771","ra2web_advanced","6","hfo-bvb","0","87,158","151,119","0","1","7","Confederation","1","3350108771","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081666","c2b3b8e1380ce3954c1ca6ab8673058f36e69e8f67d560a598efb8ebcfe91a00","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"772","ra2web_advanced","6","hfo-bvb","0","87,158","151,119","0","1","8","Russians","0","3350108772","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081709","cb49949acb788653574dc1c62ff2ab97a386f8a62cc1373370c7277abc370fa7","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"773","ra2web_advanced","6","hfo-bvb","0","87,158","151,119","0","1","8","Russians","1","3350108773","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081716","33320e9b263f8dba8dc0054b51aa60ad80e3cffb228cf0875bf1a5651d4f9c3f","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""baseline_win"",""tick"":22362,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":22362,""winner"":""baseline""}"
"774","ra2web_advanced","6","hfo-bvb","1","151,119","87,158","1","0","0","Americans","0","3350108774","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081717","321846e6b564c3d833323c537744b439f1222415836fa60e14844f7284961eaf","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":14194,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":14194,""winner"":""baseline""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"775","ra2web_advanced","6","hfo-bvb","1","151,119","87,158","1","0","0","Americans","1","3350108775","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081718","b09b7df6a5816c475ae01f83a634167b9da5a2dd0ba6efc82da92790bc8fd166","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""baseline_win"",""tick"":17698,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":17698,""winner"":""baseline""}"
"776","ra2web_advanced","6","hfo-bvb","1","151,119","87,158","1","0","1","Alliance","0","3350108776","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081721","40169c3b0c786a7d4a9527bad5c61f905ba2fcd09716404a50c4d1cdc328002d","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":20153,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":20153,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":14722,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":14722,""winner"":""candidate""}"
"777","ra2web_advanced","6","hfo-bvb","1","151,119","87,158","1","0","1","Alliance","1","3350108777","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081722","f63f8a3747eafa55afcd7f4ccd9b60dcbb6ca28d79fd460ea67a88136cc3eae9","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""candidate_win"",""tick"":11817,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":11817,""winner"":""candidate""}"
"778","ra2web_advanced","6","hfo-bvb","1","151,119","87,158","1","0","2","French","0","3350108778","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081725","5cfb0b981ec25664c1719f7fb24fe92e280d1deb292e87315a35a22661c24c3a","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"779","ra2web_advanced","6","hfo-bvb","1","151,119","87,158","1","0","2","French","1","3350108779","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081726","8d769cb6d040f0482ba39205da15738930fd5cc242d9b02c3c5a7b9d27fa4a29","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"780","ra2web_advanced","6","hfo-bvb","1","151,119","87,158","1","0","3","Germans","0","3350108780","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081727","c7931650f23886760b293ab292fffe54b0bcccee36ed7ae1f238cf57d4b2dbdc","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"781","ra2web_advanced","6","hfo-bvb","1","151,119","87,158","1","0","3","Germans","1","3350108781","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081728","67b6b046f82f91c8b4fa7e67b60d3192a8302ddc64aa575cfecc4f916b34b35d","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"782","ra2web_advanced","6","hfo-bvb","1","151,119","87,158","1","0","4","British","0","3350108782","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081732","5ca475b3c53d55a0c576898bb4dceba56cb034bab6a42149dfd3599d1f543377","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":17614,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":17614,""winner"":""candidate""}","{""status"":""baseline_win"",""tick"":19595,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":19595,""winner"":""baseline""}"
"783","ra2web_advanced","6","hfo-bvb","1","151,119","87,158","1","0","4","British","1","3350108783","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081733","b442ef0884667981fb5873461799ee481237c565290b9c8ada9dba397d1cf613","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""baseline_win"",""tick"":21906,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":21906,""winner"":""baseline""}"
"784","ra2web_advanced","6","hfo-bvb","1","151,119","87,158","1","0","5","Africans","0","3350108784","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081737","c29b8d29b2987ea68879f57eb048b7e807d949ce532d6349197be96b353cf1bb","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":13332,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":13332,""winner"":""candidate""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"785","ra2web_advanced","6","hfo-bvb","1","151,119","87,158","1","0","5","Africans","1","3350108785","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081782","760e9366ea43fb0bbc2da66fe044d0e44ed4e6c48b60b0834b37f600f138abcc","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":9311,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":9311,""winner"":""candidate""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"786","ra2web_advanced","6","hfo-bvb","1","151,119","87,158","1","0","6","Arabs","0","3350108786","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081783","caeee5c77504385d1260c671ed5d92fce87daf269118f4d72c97e02bc2a954e5","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":11498,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":11498,""winner"":""candidate""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"787","ra2web_advanced","6","hfo-bvb","1","151,119","87,158","1","0","6","Arabs","1","3350108787","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081784","3b19a75bf974729a4afe51aa5c9c89dffbd2ced1cdd90752644f0da18967be6a","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"788","ra2web_advanced","6","hfo-bvb","1","151,119","87,158","1","0","7","Confederation","0","3350108788","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081831","cd857dd73d9b74c4ed5eded9ce76a0e0f288e4c2cdaa5eaea425aceec288cfaf","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":11394,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":11394,""winner"":""candidate""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"789","ra2web_advanced","6","hfo-bvb","1","151,119","87,158","1","0","7","Confederation","1","3350108789","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081832","9b035b1aa55d13ab0295cd17460d75083469509d0d14d4fd2de6241abcbddcee","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":9408,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":9408,""winner"":""candidate""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"790","ra2web_advanced","6","hfo-bvb","1","151,119","87,158","1","0","8","Russians","0","3350108790","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081833","349089766cc280be3d5a3c0654054f6b75f843f346980d17e1b855817122c3dd","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":10177,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":10177,""winner"":""candidate""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"791","ra2web_advanced","6","hfo-bvb","1","151,119","87,158","1","0","8","Russians","1","3350108791","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081834","578e482149da330e0cd5d25c08f17fa8179c4c1cef3f83a0b08948adaead6c72","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":11291,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":11291,""winner"":""candidate""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"792","ra2web_advanced","7","hfo-lvl","0","39,82","87,157","0","1","0","Americans","0","3350108792","24000","ra2web_advanced__hfo-lvl","hfo","competitive","27081835","a97b89a733d956f719240fd503473c2060563318ae859ca5484bd77f6087be55","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":19050,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":19050,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":17390,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":17390,""winner"":""baseline""}"
