"caseIndex","arm","updates","publicCall","budgetDiagnostics"
"4","separated_lanes_v2","15160","{""sha256"":""e388578fcb2ce6c6eaf1f82bea2ccfa38aa511e1f55483bdfaf27ef62e1eea35"",""bySideAndMethod"":{""baseline.orderUnits"":136,""baseline.placeBuilding"":9,""baseline.queueForProduction"":55,""baseline.quitGame"":15,""baseline.setUnitDebugText"":49,""baseline.toggleRepairWrench"":17,""baseline.unqueueFromProduction"":16,""candidate.activateSuperWeapon"":1,""candidate.orderUnits"":1450,""candidate.pauseProduction"":13,""candidate.placeBuilding"":10,""candidate.queueForProduction"":62,""candidate.resumeProduction"":12,""candidate.setUnitDebugText"":127,""candidate.unqueueFromProduction"":8}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":15160,""budgetMode"":""separated_lanes_v2"",""commandCeiling"":115,""commandCeilingEnforced"":true,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":0,""budgetDenialUpdates"":3282,""budgetDeniedUnitIdOccurrences"":27994,""budgetDeniedDebugCalls"":48,""maxRollingCommandCalls"":115,""maxPendingUnitIds"":20,""maxForwardedChunkSize"":23,""counters"":{""gameplayNonorderCalls"":106,""productionBatches"":87,""proposedCalls"":2764,""proposedUnitIds"":15011,""forwardedOrderCalls"":1450,""forwardedUnitIds"":6348,""sameUnitConflicts"":8255,""duplicateSuppressions"":203,""invalidUnitIds"":5,""invalidTargets"":200,""invalidTiles"":0,""supersededPending"":7803,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":27994,""pendingUnitIds"":27994,""debugProposals"":175,""debugCoalesced"":0,""debugForwarded"":127,""debugDropped"":48},""telemetrySha256"":""31b3b81026d65b95ee38c879728b15e204f31bae6056a2e6003a7ed9b872184a""}"
"4","separated_lanes_unbounded_d1","13165","{""sha256"":""cccb9d233eef659ab821cf021d8ddfe7cad82cfb9130b5867b29d2dedd42be4d"",""bySideAndMethod"":{""baseline.orderUnits"":103,""baseline.placeBuilding"":9,""baseline.queueForProduction"":60,""baseline.quitGame"":213,""baseline.setUnitDebugText"":42,""baseline.toggleRepairWrench"":29,""baseline.unqueueFromProduction"":22,""candidate.activateSuperWeapon"":1,""candidate.orderUnits"":2588,""candidate.pauseProduction"":12,""candidate.placeBuilding"":8,""candidate.queueForProduction"":59,""candidate.resumeProduction"":10,""candidate.setUnitDebugText"":181,""candidate.unqueueFromProduction"":8}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":13165,""budgetMode"":""separated_lanes_unbounded_d1"",""commandCeiling"":null,""commandCeilingEnforced"":false,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":9272,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":562,""maxPendingUnitIds"":0,""maxForwardedChunkSize"":27,""counters"":{""gameplayNonorderCalls"":98,""productionBatches"":81,""proposedCalls"":2741,""proposedUnitIds"":21928,""forwardedOrderCalls"":2588,""forwardedUnitIds"":21797,""sameUnitConflicts"":109,""duplicateSuppressions"":22,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":0,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":0,""pendingUnitIds"":0,""debugProposals"":181,""debugCoalesced"":0,""debugForwarded"":181,""debugDropped"":0},""telemetrySha256"":""71b9988004874523830cc416f1d748f1c3d2c01cc0fcc12d6042b46c5421a5b2""}"
"5","disabled","9706","{""sha256"":""4d32b576c467b324e7dd551f2474f79676dd3bd065589cf9c7f97f967697cfb9"",""bySideAndMethod"":{""baseline.orderUnits"":102,""baseline.placeBuilding"":7,""baseline.queueForProduction"":49,""baseline.quitGame"":30,""baseline.setUnitDebugText"":49,""baseline.toggleRepairWrench"":14,""baseline.unqueueFromProduction"":19,""candidate.orderUnits"":2070,""candidate.pauseProduction"":8,""candidate.placeBuilding"":7,""candidate.queueForProduction"":51,""candidate.resumeProduction"":7,""candidate.setUnitDebugText"":285,""candidate.unqueueFromProduction"":7}}",""
"5","separated_lanes_v2","14459","{""sha256"":""756f5207e2326adb4b137babd9b71356ff84ec1aa35e4aad67f08866ef547384"",""bySideAndMethod"":{""baseline.orderUnits"":139,""baseline.placeBuilding"":7,""baseline.queueForProduction"":49,""baseline.quitGame"":14,""baseline.setUnitDebugText"":49,""baseline.toggleRepairWrench"":10,""baseline.unqueueFromProduction"":17,""candidate.activateSuperWeapon"":1,""candidate.orderUnits"":1386,""candidate.pauseProduction"":13,""candidate.placeBuilding"":8,""candidate.queueForProduction"":64,""candidate.resumeProduction"":11,""candidate.setUnitDebugText"":108,""candidate.unqueueFromProduction"":11}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":14459,""budgetMode"":""separated_lanes_v2"",""commandCeiling"":115,""commandCeilingEnforced"":true,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":0,""budgetDenialUpdates"":3134,""budgetDeniedUnitIdOccurrences"":28184,""budgetDeniedDebugCalls"":40,""maxRollingCommandCalls"":115,""maxPendingUnitIds"":23,""maxForwardedChunkSize"":23,""counters"":{""gameplayNonorderCalls"":108,""productionBatches"":91,""proposedCalls"":2793,""proposedUnitIds"":16663,""forwardedOrderCalls"":1386,""forwardedUnitIds"":6684,""sameUnitConflicts"":9403,""duplicateSuppressions"":338,""invalidUnitIds"":6,""invalidTargets"":211,""invalidTiles"":0,""supersededPending"":8959,""expiredPending"":0,""revokedPending"":21,""deferredUnitIds"":28184,""pendingUnitIds"":28184,""debugProposals"":148,""debugCoalesced"":0,""debugForwarded"":108,""debugDropped"":40},""telemetrySha256"":""77b43279fd607eac039e1067c4896efb48135224f15945530d51d6e3c4f10500""}"
"5","separated_lanes_unbounded_d1","24000","{""sha256"":""54318ad7108bb3455f8249d4401b579ed212409801887a74b0e882cefa0a43ba"",""bySideAndMethod"":{""baseline.orderUnits"":143,""baseline.placeBuilding"":7,""baseline.queueForProduction"":58,""baseline.quitGame"":231,""baseline.setUnitDebugText"":64,""baseline.toggleRepairWrench"":20,""baseline.unqueueFromProduction"":26,""candidate.activateSuperWeapon"":4,""candidate.orderUnits"":4576,""candidate.pauseProduction"":34,""candidate.placeBuilding"":17,""candidate.queueForProduction"":114,""candidate.resumeProduction"":34,""candidate.setUnitDebugText"":436,""candidate.unqueueFromProduction"":18}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":24000,""budgetMode"":""separated_lanes_unbounded_d1"",""commandCeiling"":null,""commandCeilingEnforced"":false,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":14193,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":440,""maxPendingUnitIds"":0,""maxForwardedChunkSize"":29,""counters"":{""gameplayNonorderCalls"":221,""productionBatches"":177,""proposedCalls"":5206,""proposedUnitIds"":28325,""forwardedOrderCalls"":4576,""forwardedUnitIds"":27722,""sameUnitConflicts"":583,""duplicateSuppressions"":20,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":0,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":0,""pendingUnitIds"":0,""debugProposals"":436,""debugCoalesced"":0,""debugForwarded"":436,""debugDropped"":0},""telemetrySha256"":""227615a99ec8567eb6688ccb88ee14de46e2a41f3029a69e3c06d716ddc1b423""}"
"6","disabled","10903","{""sha256"":""0d1827c1621523a5ca4e2d5212a2a1075918e01345b9bee173fbf6c9eb696674"",""bySideAndMethod"":{""baseline.orderUnits"":212,""baseline.placeBuilding"":7,""baseline.queueForProduction"":72,""baseline.quitGame"":26,""baseline.setUnitDebugText"":142,""baseline.toggleRepairWrench"":18,""baseline.unqueueFromProduction"":24,""candidate.orderUnits"":2587,""candidate.pauseProduction"":18,""candidate.placeBuilding"":7,""candidate.queueForProduction"":87,""candidate.resumeProduction"":17,""candidate.setUnitDebugText"":172,""candidate.unqueueFromProduction"":21}}",""
"6","separated_lanes_v2","24000","{""sha256"":""afc25ae37b890c67179d7827b955c0b3924c54bdfca2edd23d1ff96d36ad0b32"",""bySideAndMethod"":{""baseline.orderUnits"":490,""baseline.placeBuilding"":10,""baseline.queueForProduction"":76,""baseline.setUnitDebugText"":89,""baseline.toggleRepairWrench"":17,""baseline.unqueueFromProduction"":17,""candidate.orderUnits"":2610,""candidate.pauseProduction"":61,""candidate.placeBuilding"":7,""candidate.queueForProduction"":176,""candidate.resumeProduction"":60,""candidate.setUnitDebugText"":129,""candidate.unqueueFromProduction"":54}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":24000,""budgetMode"":""separated_lanes_v2"",""commandCeiling"":115,""commandCeilingEnforced"":true,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":0,""budgetDenialUpdates"":8090,""budgetDeniedUnitIdOccurrences"":79063,""budgetDeniedDebugCalls"":299,""maxRollingCommandCalls"":115,""maxPendingUnitIds"":19,""maxForwardedChunkSize"":20,""counters"":{""gameplayNonorderCalls"":358,""productionBatches"":295,""proposedCalls"":6781,""proposedUnitIds"":47414,""forwardedOrderCalls"":2610,""forwardedUnitIds"":16397,""sameUnitConflicts"":21626,""duplicateSuppressions"":4516,""invalidUnitIds"":40,""invalidTargets"":251,""invalidTiles"":0,""supersededPending"":20381,""expiredPending"":1,""revokedPending"":4583,""deferredUnitIds"":79063,""pendingUnitIds"":79063,""debugProposals"":428,""debugCoalesced"":0,""debugForwarded"":129,""debugDropped"":299},""telemetrySha256"":""f787d1b6ee77f7dcfebdb3d7487e9fbb72b2b9dea3317d264c3bc3a63a69588a""}"
"6","separated_lanes_unbounded_d1","10903","{""sha256"":""9071804912ba7f093a6cc749461b4ae6957fc370dd72331ed581274acd6d23ef"",""bySideAndMethod"":{""baseline.orderUnits"":212,""baseline.placeBuilding"":7,""baseline.queueForProduction"":72,""baseline.quitGame"":26,""baseline.setUnitDebugText"":142,""baseline.toggleRepairWrench"":18,""baseline.unqueueFromProduction"":24,""candidate.orderUnits"":2286,""candidate.pauseProduction"":18,""candidate.placeBuilding"":7,""candidate.queueForProduction"":87,""candidate.resumeProduction"":17,""candidate.setUnitDebugText"":172,""candidate.unqueueFromProduction"":21}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":10903,""budgetMode"":""separated_lanes_unbounded_d1"",""commandCeiling"":null,""commandCeilingEnforced"":false,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":8531,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":316,""maxPendingUnitIds"":0,""maxForwardedChunkSize"":28,""counters"":{""gameplayNonorderCalls"":150,""productionBatches"":124,""proposedCalls"":2587,""proposedUnitIds"":31027,""forwardedOrderCalls"":2286,""forwardedUnitIds"":30152,""sameUnitConflicts"":872,""duplicateSuppressions"":3,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":0,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":0,""pendingUnitIds"":0,""debugProposals"":172,""debugCoalesced"":0,""debugForwarded"":172,""debugDropped"":0},""telemetrySha256"":""bcdbbac148ff80249c0cb9c7578d6dafeb8cb3b8317c2120b361366b29c5e5d6""}"
"7","disabled","9586","{""sha256"":""0e5c910e534f497bc6f39734ba4312307159da9c7f489238f8c09b2a5d871920"",""bySideAndMethod"":{""baseline.orderUnits"":202,""baseline.placeBuilding"":6,""baseline.queueForProduction"":66,""baseline.quitGame"":34,""baseline.setUnitDebugText"":144,""baseline.toggleRepairWrench"":13,""baseline.unqueueFromProduction"":17,""candidate.orderUnits"":2501,""candidate.pauseProduction"":14,""candidate.placeBuilding"":7,""candidate.queueForProduction"":80,""candidate.resumeProduction"":14,""candidate.setUnitDebugText"":192,""candidate.unqueueFromProduction"":16}}",""
"7","separated_lanes_v2","24000","{""sha256"":""58f5414155a5b31ea8e98cfcf4f09257b439903c414fc6c4293ecae0f9a7188c"",""bySideAndMethod"":{""baseline.orderUnits"":852,""baseline.placeBuilding"":6,""baseline.queueForProduction"":98,""baseline.setUnitDebugText"":311,""baseline.toggleRepairWrench"":7,""baseline.unqueueFromProduction"":4,""candidate.orderUnits"":2533,""candidate.pauseProduction"":63,""candidate.placeBuilding"":8,""candidate.queueForProduction"":147,""candidate.resumeProduction"":60,""candidate.setUnitDebugText"":80,""candidate.toggleRepairWrench"":1,""candidate.unqueueFromProduction"":46}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":24000,""budgetMode"":""separated_lanes_v2"",""commandCeiling"":115,""commandCeilingEnforced"":true,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":0,""budgetDenialUpdates"":10610,""budgetDeniedUnitIdOccurrences"":100589,""budgetDeniedDebugCalls"":337,""maxRollingCommandCalls"":115,""maxPendingUnitIds"":25,""maxForwardedChunkSize"":26,""counters"":{""gameplayNonorderCalls"":325,""productionBatches"":255,""proposedCalls"":7328,""proposedUnitIds"":54118,""forwardedOrderCalls"":2533,""forwardedUnitIds"":19077,""sameUnitConflicts"":32294,""duplicateSuppressions"":2406,""invalidUnitIds"":54,""invalidTargets"":287,""invalidTiles"":0,""supersededPending"":30601,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":100589,""pendingUnitIds"":100589,""debugProposals"":417,""debugCoalesced"":0,""debugForwarded"":80,""debugDropped"":337},""telemetrySha256"":""7f7928953851c3b1b7520ef7ebb6cc16d7b06b22d6e17a1ad3af850485f0d53b""}"
"7","separated_lanes_unbounded_d1","9586","{""sha256"":""749411b71cc91ea66144295198ad27387bfec924a1b9544b6b5de35b7311f148"",""bySideAndMethod"":{""baseline.orderUnits"":202,""baseline.placeBuilding"":6,""baseline.queueForProduction"":66,""baseline.quitGame"":34,""baseline.setUnitDebugText"":144,""baseline.toggleRepairWrench"":13,""baseline.unqueueFromProduction"":17,""candidate.orderUnits"":2068,""candidate.pauseProduction"":14,""candidate.placeBuilding"":7,""candidate.queueForProduction"":80,""candidate.resumeProduction"":14,""candidate.setUnitDebugText"":192,""candidate.unqueueFromProduction"":16}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":9586,""budgetMode"":""separated_lanes_unbounded_d1"",""commandCeiling"":null,""commandCeilingEnforced"":false,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":8251,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":316,""maxPendingUnitIds"":0,""maxForwardedChunkSize"":31,""counters"":{""gameplayNonorderCalls"":131,""productionBatches"":108,""proposedCalls"":2501,""proposedUnitIds"":30757,""forwardedOrderCalls"":2068,""forwardedUnitIds"":29789,""sameUnitConflicts"":965,""duplicateSuppressions"":3,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":0,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":0,""pendingUnitIds"":0,""debugProposals"":192,""debugCoalesced"":0,""debugForwarded"":192,""debugDropped"":0},""telemetrySha256"":""f51162e2f70fc85af678c4af83a07b80dbbc225ec02b72d7d9d6ab48d7c77274""}"
"8","disabled","24000","{""sha256"":""7dd73453378136399333f26a8c9dd950662d26846f918569c14b88754cd51f48"",""bySideAndMethod"":{""baseline.orderUnits"":975,""baseline.placeBuilding"":6,""baseline.queueForProduction"":105,""baseline.setUnitDebugText"":194,""baseline.toggleRepairWrench"":4,""baseline.unqueueFromProduction"":58,""candidate.activateSuperWeapon"":3,""candidate.orderUnits"":468,""candidate.pauseProduction"":20,""candidate.placeBuilding"":11,""candidate.queueForProduction"":75,""candidate.resumeProduction"":19,""candidate.setUnitDebugText"":133,""candidate.unqueueFromProduction"":39}}",""
"8","separated_lanes_v2","24000","{""sha256"":""7263812b1a4dc8f4814055e9dd0cd711153445d1de65aa6325de23d2c1c367fa"",""bySideAndMethod"":{""baseline.orderUnits"":978,""baseline.placeBuilding"":6,""baseline.queueForProduction"":105,""baseline.setUnitDebugText"":194,""baseline.toggleRepairWrench"":4,""baseline.unqueueFromProduction"":58,""candidate.activateSuperWeapon"":3,""candidate.orderUnits"":458,""candidate.pauseProduction"":20,""candidate.placeBuilding"":11,""candidate.queueForProduction"":75,""candidate.resumeProduction"":19,""candidate.setUnitDebugText"":133,""candidate.unqueueFromProduction"":39}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":24000,""budgetMode"":""separated_lanes_v2"",""commandCeiling"":115,""commandCeilingEnforced"":true,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":0,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":84,""maxPendingUnitIds"":0,""maxForwardedChunkSize"":7,""counters"":{""gameplayNonorderCalls"":167,""productionBatches"":148,""proposedCalls"":459,""proposedUnitIds"":981,""forwardedOrderCalls"":458,""forwardedUnitIds"":980,""sameUnitConflicts"":0,""duplicateSuppressions"":1,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":0,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":0,""pendingUnitIds"":0,""debugProposals"":133,""debugCoalesced"":0,""debugForwarded"":133,""debugDropped"":0},""telemetrySha256"":""61c4865bc5e15b62f9617367b618a582550f6a578f165f6a61858f91de3d14b3""}"
"8","separated_lanes_unbounded_d1","24000","{""sha256"":""7263812b1a4dc8f4814055e9dd0cd711153445d1de65aa6325de23d2c1c367fa"",""bySideAndMethod"":{""baseline.orderUnits"":978,""baseline.placeBuilding"":6,""baseline.queueForProduction"":105,""baseline.setUnitDebugText"":194,""baseline.toggleRepairWrench"":4,""baseline.unqueueFromProduction"":58,""candidate.activateSuperWeapon"":3,""candidate.orderUnits"":458,""candidate.pauseProduction"":20,""candidate.placeBuilding"":11,""candidate.queueForProduction"":75,""candidate.resumeProduction"":19,""candidate.setUnitDebugText"":133,""candidate.unqueueFromProduction"":39}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":24000,""budgetMode"":""separated_lanes_unbounded_d1"",""commandCeiling"":null,""commandCeilingEnforced"":false,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":0,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":84,""maxPendingUnitIds"":0,""maxForwardedChunkSize"":7,""counters"":{""gameplayNonorderCalls"":167,""productionBatches"":148,""proposedCalls"":459,""proposedUnitIds"":981,""forwardedOrderCalls"":458,""forwardedUnitIds"":980,""sameUnitConflicts"":0,""duplicateSuppressions"":1,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":0,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":0,""pendingUnitIds"":0,""debugProposals"":133,""debugCoalesced"":0,""debugForwarded"":133,""debugDropped"":0},""telemetrySha256"":""f927cb78afd91618ea3da3c3ced0c75b07f1e3edf552aed2daa46350724099bc""}"
"9","disabled","24000","{""sha256"":""70972a71b2f301ac9e182341d48785973312162b187dae1c616431922bb9b7c4"",""bySideAndMethod"":{""baseline.orderUnits"":1071,""baseline.placeBuilding"":6,""baseline.queueForProduction"":120,""baseline.setUnitDebugText"":293,""baseline.unqueueFromProduction"":51,""candidate.activateSuperWeapon"":2,""candidate.orderUnits"":267,""candidate.pauseProduction"":19,""candidate.placeBuilding"":13,""candidate.queueForProduction"":51,""candidate.resumeProduction"":18,""candidate.setUnitDebugText"":63,""candidate.toggleRepairWrench"":9,""candidate.unqueueFromProduction"":20}}",""
"9","separated_lanes_v2","24000","{""sha256"":""3ec7da68ebaeaad8d5ae7e3f784608037e2f4689276a02b4c81628b521e8e9fc"",""bySideAndMethod"":{""baseline.orderUnits"":1071,""baseline.placeBuilding"":6,""baseline.queueForProduction"":120,""baseline.setUnitDebugText"":293,""baseline.unqueueFromProduction"":51,""candidate.activateSuperWeapon"":2,""candidate.orderUnits"":267,""candidate.pauseProduction"":19,""candidate.placeBuilding"":13,""candidate.queueForProduction"":51,""candidate.resumeProduction"":18,""candidate.setUnitDebugText"":63,""candidate.toggleRepairWrench"":9,""candidate.unqueueFromProduction"":20}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":24000,""budgetMode"":""separated_lanes_v2"",""commandCeiling"":115,""commandCeilingEnforced"":true,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":0,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":84,""maxPendingUnitIds"":0,""maxForwardedChunkSize"":7,""counters"":{""gameplayNonorderCalls"":132,""productionBatches"":98,""proposedCalls"":267,""proposedUnitIds"":412,""forwardedOrderCalls"":267,""forwardedUnitIds"":412,""sameUnitConflicts"":0,""duplicateSuppressions"":0,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":0,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":0,""pendingUnitIds"":0,""debugProposals"":63,""debugCoalesced"":0,""debugForwarded"":63,""debugDropped"":0},""telemetrySha256"":""2ae83c1b7bf9407eddfde47d7574b3fdf7a3fdc0cb8e7a4290e22df3c62e8e64""}"
"9","separated_lanes_unbounded_d1","24000","{""sha256"":""3ec7da68ebaeaad8d5ae7e3f784608037e2f4689276a02b4c81628b521e8e9fc"",""bySideAndMethod"":{""baseline.orderUnits"":1071,""baseline.placeBuilding"":6,""baseline.queueForProduction"":120,""baseline.setUnitDebugText"":293,""baseline.unqueueFromProduction"":51,""candidate.activateSuperWeapon"":2,""candidate.orderUnits"":267,""candidate.pauseProduction"":19,""candidate.placeBuilding"":13,""candidate.queueForProduction"":51,""candidate.resumeProduction"":18,""candidate.setUnitDebugText"":63,""candidate.toggleRepairWrench"":9,""candidate.unqueueFromProduction"":20}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":24000,""budgetMode"":""separated_lanes_unbounded_d1"",""commandCeiling"":null,""commandCeilingEnforced"":false,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":0,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":84,""maxPendingUnitIds"":0,""maxForwardedChunkSize"":7,""counters"":{""gameplayNonorderCalls"":132,""productionBatches"":98,""proposedCalls"":267,""proposedUnitIds"":412,""forwardedOrderCalls"":267,""forwardedUnitIds"":412,""sameUnitConflicts"":0,""duplicateSuppressions"":0,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":0,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":0,""pendingUnitIds"":0,""debugProposals"":63,""debugCoalesced"":0,""debugForwarded"":63,""debugDropped"":0},""telemetrySha256"":""79a69aa11625c78eb664dddb46b645b57e711f4fa3288daf021bc366645c1d98""}"
"10","disabled","9441","{""sha256"":""7b4ef88e7b463065c5c3cb90ffd4007a02fdbf755c6567190224a8ba59eab6a4"",""bySideAndMethod"":{""baseline.orderUnits"":286,""baseline.placeBuilding"":7,""baseline.queueForProduction"":59,""baseline.setUnitDebugText"":78,""baseline.toggleRepairWrench"":11,""baseline.unqueueFromProduction"":12,""candidate.orderUnits"":680,""candidate.pauseProduction"":7,""candidate.placeBuilding"":7,""candidate.queueForProduction"":93,""candidate.resumeProduction"":6,""candidate.setUnitDebugText"":571,""candidate.unqueueFromProduction"":7}}",""
"10","separated_lanes_v2","10078","{""sha256"":""aea874943e9e8ee516379285e279ebfb62b9cac1e7bb81249f8da2014bf9fd05"",""bySideAndMethod"":{""baseline.orderUnits"":267,""baseline.placeBuilding"":7,""baseline.queueForProduction"":60,""baseline.setUnitDebugText"":86,""baseline.toggleRepairWrench"":9,""baseline.unqueueFromProduction"":13,""candidate.orderUnits"":635,""candidate.pauseProduction"":6,""candidate.placeBuilding"":7,""candidate.queueForProduction"":93,""candidate.resumeProduction"":5,""candidate.setUnitDebugText"":247,""candidate.unqueueFromProduction"":7}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":10078,""budgetMode"":""separated_lanes_v2"",""commandCeiling"":115,""commandCeilingEnforced"":true,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":0,""budgetDenialUpdates"":1127,""budgetDeniedUnitIdOccurrences"":18051,""budgetDeniedDebugCalls"":260,""maxRollingCommandCalls"":115,""maxPendingUnitIds"":40,""maxForwardedChunkSize"":37,""counters"":{""gameplayNonorderCalls"":118,""productionBatches"":106,""proposedCalls"":716,""proposedUnitIds"":3613,""forwardedOrderCalls"":635,""forwardedUnitIds"":3086,""sameUnitConflicts"":500,""duplicateSuppressions"":11,""invalidUnitIds"":2,""invalidTargets"":14,""invalidTiles"":0,""supersededPending"":500,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":18051,""pendingUnitIds"":18051,""debugProposals"":507,""debugCoalesced"":0,""debugForwarded"":247,""debugDropped"":260},""telemetrySha256"":""19833b600f400aa6c8ead49666d313c00a9fe6e80d7e537bcf45c5ab7a18a535""}"
"10","separated_lanes_unbounded_d1","9441","{""sha256"":""a15a65524d69af786dc79730154ca2f21108104930c47f9d31e57b8ce239eccd"",""bySideAndMethod"":{""baseline.orderUnits"":286,""baseline.placeBuilding"":7,""baseline.queueForProduction"":59,""baseline.setUnitDebugText"":78,""baseline.toggleRepairWrench"":11,""baseline.unqueueFromProduction"":12,""candidate.orderUnits"":677,""candidate.pauseProduction"":7,""candidate.placeBuilding"":7,""candidate.queueForProduction"":93,""candidate.resumeProduction"":6,""candidate.setUnitDebugText"":571,""candidate.unqueueFromProduction"":7}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":9441,""budgetMode"":""separated_lanes_unbounded_d1"",""commandCeiling"":null,""commandCeilingEnforced"":false,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":3526,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":311,""maxPendingUnitIds"":0,""maxForwardedChunkSize"":45,""counters"":{""gameplayNonorderCalls"":120,""productionBatches"":108,""proposedCalls"":680,""proposedUnitIds"":2875,""forwardedOrderCalls"":677,""forwardedUnitIds"":2872,""sameUnitConflicts"":0,""duplicateSuppressions"":3,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":0,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":0,""pendingUnitIds"":0,""debugProposals"":571,""debugCoalesced"":0,""debugForwarded"":571,""debugDropped"":0},""telemetrySha256"":""3f5c3b954a9e5db4d9df78913286290c7e01f70f94d014a0dba734c1be1b8afc""}"
"11","disabled","9458","{""sha256"":""6687303d9a901a911523ab27dfaff4023ad62807b06ad2d39d59a303e8025ef0"",""bySideAndMethod"":{""baseline.orderUnits"":267,""baseline.placeBuilding"":7,""baseline.queueForProduction"":59,""baseline.setUnitDebugText"":78,""baseline.toggleRepairWrench"":15,""baseline.unqueueFromProduction"":12,""candidate.orderUnits"":756,""candidate.pauseProduction"":7,""candidate.placeBuilding"":7,""candidate.queueForProduction"":93,""candidate.resumeProduction"":6,""candidate.setUnitDebugText"":509,""candidate.unqueueFromProduction"":7}}",""
