"group","id","arm","episodes","observedUpdates","publicCalls","publicCallsPerObservedUpdate","budgetDiagnostics"
"opponentFaction","pinned_supalosa/Allied","disabled","60","881434","{""baseline.orderUnits"":31727,""baseline.placeBuilding"":380,""baseline.queueForProduction"":3591,""baseline.quitGame"":1480,""baseline.setUnitDebugText"":5738,""baseline.toggleRepairWrench"":565,""baseline.unqueueFromProduction"":1209,""candidate.activateSuperWeapon"":35,""candidate.orderUnits"":88537,""candidate.pauseProduction"":760,""candidate.placeBuilding"":500,""candidate.queueForProduction"":3730,""candidate.quitGame"":285,""candidate.resumeProduction"":680,""candidate.setUnitDebugText"":11093,""candidate.toggleRepairWrench"":360,""candidate.unqueueFromProduction"":959}","{""baseline.orderUnits"":0.0359947540031358,""baseline.placeBuilding"":0.00043111565925525903,""baseline.queueForProduction"":0.004074042979962198,""baseline.quitGame"":0.0016790820413099563,""baseline.setUnitDebugText"":0.006509846454754412,""baseline.toggleRepairWrench"":0.0006410009144190036,""baseline.unqueueFromProduction"":0.00137162850536739,""candidate.activateSuperWeapon"":0.000039708021247194915,""candidate.orderUnits"":0.10044654506179702,""candidate.pauseProduction"":0.0008622313185105181,""candidate.placeBuilding"":0.0005672574463884987,""candidate.queueForProduction"":0.004231740550058201,""candidate.quitGame"":0.0003233367444414443,""candidate.resumeProduction"":0.0007714701270883583,""candidate.setUnitDebugText"":0.012585173705575234,""candidate.toggleRepairWrench"":0.0004084253613997191,""candidate.unqueueFromProduction"":0.0010879997821731406}",""
"opponentFaction","pinned_supalosa/Allied","separated_lanes_v2","60","1013703","{""baseline.orderUnits"":37434,""baseline.placeBuilding"":397,""baseline.queueForProduction"":3839,""baseline.quitGame"":4068,""baseline.setUnitDebugText"":5847,""baseline.toggleRepairWrench"":635,""baseline.unqueueFromProduction"":1345,""candidate.activateSuperWeapon"":51,""candidate.orderUnits"":63606,""candidate.pauseProduction"":807,""candidate.placeBuilding"":549,""candidate.queueForProduction"":3814,""candidate.quitGame"":40,""candidate.resumeProduction"":720,""candidate.setUnitDebugText"":6943,""candidate.toggleRepairWrench"":423,""candidate.unqueueFromProduction"":833}","{""baseline.orderUnits"":0.036927975945617204,""baseline.placeBuilding"":0.00039163344687743844,""baseline.queueForProduction"":0.0037871052961271695,""baseline.quitGame"":0.004013009727701309,""baseline.setUnitDebugText"":0.00576796162189517,""baseline.toggleRepairWrench"":0.0006264162185571119,""baseline.unqueueFromProduction"":0.0013268186046603394,""candidate.activateSuperWeapon"":0.000050310593931358594,""candidate.orderUnits"":0.0627461889725097,""candidate.pauseProduction"":0.0007960911627962037,""candidate.placeBuilding"":0.0005415787464375661,""candidate.queueForProduction"":0.003762443240278464,""candidate.quitGame"":0.00003945928935792831,""candidate.resumeProduction"":0.0007102672084427096,""candidate.setUnitDebugText"":0.006849146150302406,""candidate.toggleRepairWrench"":0.00041728198496009187,""candidate.unqueueFromProduction"":0.0008217397008788571}","{""counters"":{""debugCoalesced"":0,""debugDropped"":3996,""debugForwarded"":6943,""debugProposals"":10939,""deferredUnitIds"":649508,""duplicateSuppressions"":4506,""expiredPending"":20,""forwardedOrderCalls"":63606,""forwardedUnitIds"":180262,""gameplayNonorderCalls"":7237,""invalidTargets"":3242,""invalidTiles"":0,""invalidUnitIds"":233,""pendingUnitIds"":649508,""productionBatches"":5571,""proposedCalls"":101646,""proposedUnitIds"":372177,""revokedPending"":89173,""sameUnitConflicts"":94641,""supersededPending"":86762},""countersPerObservedUpdate"":{""debugCoalesced"":0,""debugDropped"":0.003941983006857038,""debugForwarded"":0.006849146150302406,""debugProposals"":0.010791129157159443,""deferredUnitIds"":0.6407281028072325,""duplicateSuppressions"":0.004445088946170624,""expiredPending"":0.000019729644678964153,""forwardedOrderCalls"":0.0627461889725097,""forwardedUnitIds"":0.17782526045597183,""gameplayNonorderCalls"":0.007139171927083179,""invalidTargets"":0.0031981754024600893,""invalidTiles"":0,""invalidUnitIds"":0.0002298503605099324,""pendingUnitIds"":0.6407281028072325,""productionBatches"":0.005495692525325465,""proposedCalls"":0.10027197315189952,""proposedUnitIds"":0.3671459983841421,""revokedPending"":0.08796758024786352,""sameUnitConflicts"":0.09336166510309232,""supersededPending"":0.0855891715818144},""referenceExceededUpdates"":0,""budgetDenialUpdates"":96732,""budgetDeniedUnitIdOccurrences"":649508,""budgetDeniedDebugCalls"":3996,""maxRollingCommandCalls"":115,""maxPendingUnitIds"":54}"
"opponentFaction","pinned_supalosa/Allied","separated_lanes_unbounded_d1","60","887116","{""baseline.orderUnits"":31489,""baseline.placeBuilding"":382,""baseline.queueForProduction"":3689,""baseline.quitGame"":899,""baseline.setUnitDebugText"":5812,""baseline.toggleRepairWrench"":830,""baseline.unqueueFromProduction"":1291,""candidate.activateSuperWeapon"":34,""candidate.orderUnits"":80840,""candidate.pauseProduction"":768,""candidate.placeBuilding"":488,""candidate.queueForProduction"":3709,""candidate.quitGame"":303,""candidate.resumeProduction"":681,""candidate.setUnitDebugText"":10442,""candidate.toggleRepairWrench"":381,""candidate.unqueueFromProduction"":864}","{""baseline.orderUnits"":0.03549592161566244,""baseline.placeBuilding"":0.00043060884935002864,""baseline.queueForProduction"":0.0041584189666289415,""baseline.quitGame"":0.0010133962187583135,""baseline.setUnitDebugText"":0.006551567100582111,""baseline.toggleRepairWrench"":0.0009356160862840936,""baseline.unqueueFromProduction"":0.0014552775510756203,""candidate.activateSuperWeapon"":0.000038326442088746,""candidate.orderUnits"":0.09112675230747726,""candidate.pauseProduction"":0.0008657266918869685,""candidate.placeBuilding"":0.000550097168803178,""candidate.queueForProduction"":0.004180963932563498,""candidate.quitGame"":0.0003415562339085306,""candidate.resumeProduction"":0.0007676560900716479,""candidate.setUnitDebugText"":0.011770726714431934,""candidate.toggleRepairWrench"":0.00042948160105330083,""candidate.unqueueFromProduction"":0.0009739425283728396}","{""counters"":{""debugCoalesced"":0,""debugDropped"":0,""debugForwarded"":10442,""debugProposals"":10442,""deferredUnitIds"":0,""duplicateSuppressions"":2701,""expiredPending"":0,""forwardedOrderCalls"":80840,""forwardedUnitIds"":288939,""gameplayNonorderCalls"":7228,""invalidTargets"":4844,""invalidTiles"":0,""invalidUnitIds"":0,""pendingUnitIds"":0,""productionBatches"":5409,""proposedCalls"":84570,""proposedUnitIds"":299063,""revokedPending"":0,""sameUnitConflicts"":2579,""supersededPending"":0},""countersPerObservedUpdate"":{""debugCoalesced"":0,""debugDropped"":0,""debugForwarded"":0.011770726714431934,""debugProposals"":0.011770726714431934,""deferredUnitIds"":0,""duplicateSuppressions"":0.0030446976494618518,""expiredPending"":0,""forwardedOrderCalls"":0.09112675230747726,""forwardedUnitIds"":0.32570599560824065,""gameplayNonorderCalls"":0.00814775068874871,""invalidTargets"":0.005460390749349578,""invalidTiles"":0,""invalidUnitIds"":0,""pendingUnitIds"":0,""productionBatches"":0.006097286037000798,""proposedCalls"":0.09533138845427204,""proposedUnitIds"":0.3371182573643131,""revokedPending"":0,""sameUnitConflicts"":0.002907173357261057,""supersededPending"":0},""referenceExceededUpdates"":227181,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":1031,""maxPendingUnitIds"":0}"
"opponentFaction","pinned_supalosa/Soviet","disabled","60","1061978","{""baseline.orderUnits"":35438,""baseline.placeBuilding"":444,""baseline.queueForProduction"":5014,""baseline.quitGame"":2166,""baseline.setUnitDebugText"":6710,""baseline.toggleRepairWrench"":537,""baseline.unqueueFromProduction"":1484,""candidate.orderUnits"":101615,""candidate.pauseProduction"":1153,""candidate.placeBuilding"":544,""candidate.queueForProduction"":5575,""candidate.quitGame"":122,""candidate.resumeProduction"":1063,""candidate.sellObject"":10,""candidate.setUnitDebugText"":16607,""candidate.toggleRepairWrench"":431,""candidate.unqueueFromProduction"":1072}","{""baseline.orderUnits"":0.03336980615417645,""baseline.placeBuilding"":0.00041808775699684925,""baseline.queueForProduction"":0.004721378408968924,""baseline.quitGame"":0.002039590273998143,""baseline.setUnitDebugText"":0.006318398309569501,""baseline.toggleRepairWrench"":0.0005056601925840272,""baseline.unqueueFromProduction"":0.0013973924130255052,""candidate.orderUnits"":0.09568465636764603,""candidate.pauseProduction"":0.0010857098734625389,""candidate.placeBuilding"":0.0005122516662303738,""candidate.queueForProduction"":0.005249637939768997,""candidate.quitGame"":0.00011487996926490003,""candidate.resumeProduction"":0.0010009623551523667,""candidate.sellObject"":0.000009416390923352462,""candidate.setUnitDebugText"":0.015637800406411433,""candidate.toggleRepairWrench"":0.0004058464487964911,""candidate.unqueueFromProduction"":0.001009437106983384}",""
"opponentFaction","pinned_supalosa/Soviet","separated_lanes_v2","60","1068061","{""baseline.orderUnits"":36922,""baseline.placeBuilding"":451,""baseline.queueForProduction"":5099,""baseline.quitGame"":1499,""baseline.setUnitDebugText"":7414,""baseline.toggleRepairWrench"":493,""baseline.unqueueFromProduction"":1468,""candidate.orderUnits"":69194,""candidate.pauseProduction"":1117,""candidate.placeBuilding"":529,""candidate.queueForProduction"":5395,""candidate.quitGame"":71,""candidate.resumeProduction"":1022,""candidate.sellObject"":10,""candidate.setUnitDebugText"":8389,""candidate.toggleRepairWrench"":380,""candidate.unqueueFromProduction"":968}","{""baseline.orderUnits"":0.034569186591402554,""baseline.placeBuilding"":0.00042226052631825334,""baseline.queueForProduction"":0.004774071892897503,""baseline.quitGame"":0.0014034778912440395,""baseline.setUnitDebugText"":0.006941551091182994,""baseline.toggleRepairWrench"":0.00046158412300421046,""baseline.unqueueFromProduction"":0.0013744533317853569,""candidate.orderUnits"":0.06478468926400271,""candidate.pauseProduction"":0.001045820416624144,""candidate.placeBuilding"":0.0004952900630207451,""candidate.queueForProduction"":0.005051209621922344,""candidate.quitGame"":0.00006647560392149887,""candidate.resumeProduction"":0.0009568741860249554,""candidate.sellObject"":0.000009362761115704065,""candidate.setUnitDebugText"":0.007854420299964141,""candidate.toggleRepairWrench"":0.0003557849223967545,""candidate.unqueueFromProduction"":0.0009063152760001536}","{""counters"":{""debugCoalesced"":0,""debugDropped"":7307,""debugForwarded"":8389,""debugProposals"":15696,""deferredUnitIds"":1022271,""duplicateSuppressions"":31973,""expiredPending"":108,""forwardedOrderCalls"":69194,""forwardedUnitIds"":258217,""gameplayNonorderCalls"":9492,""invalidTargets"":2947,""invalidTiles"":0,""invalidUnitIds"":341,""pendingUnitIds"":1022271,""productionBatches"":7490,""proposedCalls"":99450,""proposedUnitIds"":488191,""revokedPending"":28262,""sameUnitConflicts"":166276,""supersededPending"":157817},""countersPerObservedUpdate"":{""debugCoalesced"":0,""debugDropped"":0.006841369547244961,""debugForwarded"":0.007854420299964141,""debugProposals"":0.0146957898472091,""deferredUnitIds"":0.957127916851191,""duplicateSuppressions"":0.029935556115240607,""expiredPending"":0.00010111782004960391,""forwardedOrderCalls"":0.06478468926400271,""forwardedUnitIds"":0.24176240870137566,""gameplayNonorderCalls"":0.008887132851026299,""invalidTargets"":0.002759205700797988,""invalidTiles"":0,""invalidUnitIds"":0.00031927015404550863,""pendingUnitIds"":0.957127916851191,""productionBatches"":0.007012708075662345,""proposedCalls"":0.09311265929567693,""proposedUnitIds"":0.4570815711836683,""revokedPending"":0.02646103546520283,""sameUnitConflicts"":0.15568024672748093,""supersededPending"":0.14776028709970684},""referenceExceededUpdates"":0,""budgetDenialUpdates"":115474,""budgetDeniedUnitIdOccurrences"":1022271,""budgetDeniedDebugCalls"":7307,""maxRollingCommandCalls"":115,""maxPendingUnitIds"":56}"
"opponentFaction","pinned_supalosa/Soviet","separated_lanes_unbounded_d1","60","1060305","{""baseline.orderUnits"":35340,""baseline.placeBuilding"":443,""baseline.queueForProduction"":4994,""baseline.quitGame"":2166,""baseline.setUnitDebugText"":6695,""baseline.toggleRepairWrench"":533,""baseline.unqueueFromProduction"":1467,""candidate.orderUnits"":95017,""candidate.pauseProduction"":1155,""candidate.placeBuilding"":545,""candidate.queueForProduction"":5536,""candidate.quitGame"":147,""candidate.resumeProduction"":1065,""candidate.sellObject"":10,""candidate.setUnitDebugText"":16525,""candidate.toggleRepairWrench"":444,""candidate.unqueueFromProduction"":1078}","{""baseline.orderUnits"":0.03333003239633879,""baseline.placeBuilding"":0.0004178043110237149,""baseline.queueForProduction"":0.0047099655287865284,""baseline.quitGame"":0.002042808437194958,""baseline.setUnitDebugText"":0.006314220908134924,""baseline.toggleRepairWrench"":0.0005026855480262755,""baseline.unqueueFromProduction"":0.0013835641631417374,""candidate.orderUnits"":0.08961289440302554,""candidate.pauseProduction"":0.0010893092081995274,""candidate.placeBuilding"":0.0005140030462932835,""candidate.queueForProduction"":0.00522113920051306,""candidate.quitGame"":0.00013863935377084896,""candidate.resumeProduction"":0.0010044279711969668,""candidate.sellObject"":0.000009431248555840064,""candidate.setUnitDebugText"":0.015585138238525708,""candidate.toggleRepairWrench"":0.0004187474358792989,""candidate.unqueueFromProduction"":0.001016688594319559}","{""counters"":{""debugCoalesced"":0,""debugDropped"":0,""debugForwarded"":16525,""debugProposals"":16525,""deferredUnitIds"":0,""duplicateSuppressions"":922,""expiredPending"":0,""forwardedOrderCalls"":95017,""forwardedUnitIds"":497476,""gameplayNonorderCalls"":9980,""invalidTargets"":0,""invalidTiles"":0,""invalidUnitIds"":0,""pendingUnitIds"":0,""productionBatches"":7733,""proposedCalls"":100391,""proposedUnitIds"":502830,""revokedPending"":0,""sameUnitConflicts"":4432,""supersededPending"":0},""countersPerObservedUpdate"":{""debugCoalesced"":0,""debugDropped"":0,""debugForwarded"":0.015585138238525708,""debugProposals"":0.015585138238525708,""deferredUnitIds"":0,""duplicateSuppressions"":0.000869561116848454,""expiredPending"":0,""forwardedOrderCalls"":0.08961289440302554,""forwardedUnitIds"":0.46918198065650923,""gameplayNonorderCalls"":0.009412386058728385,""invalidTargets"":0,""invalidTiles"":0,""invalidUnitIds"":0,""pendingUnitIds"":0,""productionBatches"":0.007293184508231122,""proposedCalls"":0.094681247376934,""proposedUnitIds"":0.474231471133306,""revokedPending"":0,""sameUnitConflicts"":0.004179929359948317,""supersededPending"":0},""referenceExceededUpdates"":294883,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":867,""maxPendingUnitIds"":0}"
"opponentFaction","ra2web_advanced/Allied","disabled","40","707771","{""baseline.activateSuperWeapon"":81,""baseline.orderUnits"":19513,""baseline.pauseProduction"":366,""baseline.placeBuilding"":472,""baseline.queueForProduction"":1827,""baseline.quitGame"":3266,""baseline.resumeProduction"":333,""baseline.sayAll"":10,""baseline.sellObject"":27,""baseline.setUnitDebugText"":7538,""baseline.toggleRepairWrench"":366,""baseline.unqueueFromProduction"":263,""candidate.activateSuperWeapon"":33,""candidate.orderUnits"":58953,""candidate.pauseProduction"":552,""candidate.placeBuilding"":332,""candidate.queueForProduction"":2537,""candidate.quitGame"":65,""candidate.resumeProduction"":478,""candidate.sellObject"":10,""candidate.setUnitDebugText"":6925,""candidate.toggleRepairWrench"":344,""candidate.unqueueFromProduction"":699}","{""baseline.activateSuperWeapon"":0.00011444379608658733,""baseline.orderUnits"":0.02756965176589603,""baseline.pauseProduction"":0.0005171164119468021,""baseline.placeBuilding"":0.0006668823673193731,""baseline.queueForProduction"":0.0025813434006196918,""baseline.quitGame"":0.004614486889120916,""baseline.resumeProduction"":0.00047049116168930346,""baseline.sayAll"":0.000014128863714393497,""baseline.sellObject"":0.00003814793202886244,""baseline.setUnitDebugText"":0.010650337467909818,""baseline.toggleRepairWrench"":0.0005171164119468021,""baseline.unqueueFromProduction"":0.000371589115688549,""candidate.activateSuperWeapon"":0.00004662525025749854,""candidate.orderUnits"":0.08329389025546398,""candidate.pauseProduction"":0.000779913277034521,""candidate.placeBuilding"":0.0004690782753178641,""candidate.queueForProduction"":0.0035844927243416304,""candidate.quitGame"":0.00009183761414355773,""candidate.resumeProduction"":0.0006753596855480091,""candidate.sellObject"":0.000014128863714393497,""candidate.setUnitDebugText"":0.009784238122217497,""candidate.toggleRepairWrench"":0.0004860329117751363,""candidate.unqueueFromProduction"":0.0009876075736361056}",""
"opponentFaction","ra2web_advanced/Allied","separated_lanes_v2","40","775144","{""baseline.activateSuperWeapon"":114,""baseline.orderUnits"":24221,""baseline.pauseProduction"":433,""baseline.placeBuilding"":532,""baseline.queueForProduction"":2013,""baseline.quitGame"":2042,""baseline.resumeProduction"":399,""baseline.sayAll"":5,""baseline.sellObject"":32,""baseline.setUnitDebugText"":8564,""baseline.toggleRepairWrench"":328,""baseline.unqueueFromProduction"":297,""candidate.activateSuperWeapon"":34,""candidate.orderUnits"":49140,""candidate.pauseProduction"":594,""candidate.placeBuilding"":336,""candidate.queueForProduction"":2709,""candidate.quitGame"":542,""candidate.resumeProduction"":515,""candidate.sellObject"":9,""candidate.setUnitDebugText"":4173,""candidate.toggleRepairWrench"":409,""candidate.unqueueFromProduction"":751}","{""baseline.activateSuperWeapon"":0.0001470694477413229,""baseline.orderUnits"":0.03124709731353142,""baseline.pauseProduction"":0.0005586058848420423,""baseline.placeBuilding"":0.0006863240894595068,""baseline.queueForProduction"":0.002596936827221781,""baseline.quitGame"":0.002634349230594573,""baseline.resumeProduction"":0.0005147430670946301,""baseline.sayAll"":0.000006450414374619426,""baseline.sellObject"":0.000041282651997564325,""baseline.setUnitDebugText"":0.011048269740848151,""baseline.toggleRepairWrench"":0.00042314718297503434,""baseline.unqueueFromProduction"":0.00038315461385239385,""candidate.activateSuperWeapon"":0.00004386281774741209,""candidate.orderUnits"":0.06339467247375971,""candidate.pauseProduction"":0.0007663092277047877,""candidate.placeBuilding"":0.0004334678459744254,""candidate.queueForProduction"":0.003494834508168805,""candidate.quitGame"":0.0006992249182087457,""candidate.resumeProduction"":0.0006643926805858008,""candidate.sellObject"":0.000011610745874314966,""candidate.setUnitDebugText"":0.005383515837057372,""candidate.toggleRepairWrench"":0.000527643895843869,""candidate.unqueueFromProduction"":0.0009688522390678378}","{""counters"":{""debugCoalesced"":0,""debugDropped"":3348,""debugForwarded"":4173,""debugProposals"":7521,""deferredUnitIds"":571709,""duplicateSuppressions"":7613,""expiredPending"":16,""forwardedOrderCalls"":49140,""forwardedUnitIds"":144781,""gameplayNonorderCalls"":5899,""invalidTargets"":1155,""invalidTiles"":0,""invalidUnitIds"":265,""pendingUnitIds"":571709,""productionBatches"":4150,""proposedCalls"":69960,""proposedUnitIds"":274088,""revokedPending"":3633,""sameUnitConflicts"":116617,""supersededPending"":112529},""countersPerObservedUpdate"":{""debugCoalesced"":0,""debugDropped"":0.004319197465245167,""debugForwarded"":0.005383515837057372,""debugProposals"":0.00970271330230254,""deferredUnitIds"":0.7375519903398594,""duplicateSuppressions"":0.009821400926795537,""expiredPending"":0.000020641325998782163,""forwardedOrderCalls"":0.06339467247375971,""forwardedUnitIds"":0.186779488714355,""gameplayNonorderCalls"":0.007610198879175998,""invalidTargets"":0.0014900457205370872,""invalidTiles"":0,""invalidUnitIds"":0.00034187196185482956,""pendingUnitIds"":0.7375519903398594,""productionBatches"":0.005353843930934123,""proposedCalls"":0.090254197929675,""proposedUnitIds"":0.35359623502213783,""revokedPending"":0.0046868710845984745,""sameUnitConflicts"":0.1504455946249987,""supersededPending"":0.14517173583230986},""referenceExceededUpdates"":0,""budgetDenialUpdates"":88222,""budgetDeniedUnitIdOccurrences"":571709,""budgetDeniedDebugCalls"":3348,""maxRollingCommandCalls"":115,""maxPendingUnitIds"":32}"
"opponentFaction","ra2web_advanced/Allied","separated_lanes_unbounded_d1","40","682301","{""baseline.activateSuperWeapon"":77,""baseline.orderUnits"":16304,""baseline.pauseProduction"":384,""baseline.placeBuilding"":478,""baseline.queueForProduction"":1851,""baseline.quitGame"":1993,""baseline.resumeProduction"":351,""baseline.sayAll"":9,""baseline.sellObject"":27,""baseline.setUnitDebugText"":7848,""baseline.toggleRepairWrench"":438,""baseline.unqueueFromProduction"":260,""candidate.activateSuperWeapon"":28,""candidate.orderUnits"":57620,""candidate.pauseProduction"":528,""candidate.placeBuilding"":337,""candidate.queueForProduction"":2614,""candidate.quitGame"":89,""candidate.resumeProduction"":471,""candidate.sellObject"":10,""candidate.setUnitDebugText"":7420,""candidate.toggleRepairWrench"":326,""candidate.unqueueFromProduction"":726}","{""baseline.activateSuperWeapon"":0.00011285341806622004,""baseline.orderUnits"":0.02389561205391755,""baseline.pauseProduction"":0.0005628014615250454,""baseline.placeBuilding"":0.0007005705692941971,""baseline.queueForProduction"":0.0027128789200074454,""baseline.quitGame"":0.002920998210467228,""baseline.resumeProduction"":0.0005144357109252368,""baseline.sayAll"":0.000013190659254493251,""baseline.sellObject"":0.00003957197776347976,""baseline.setUnitDebugText"":0.011502254869918115,""baseline.toggleRepairWrench"":0.0006419454170520049,""baseline.unqueueFromProduction"":0.0003810634895742495,""candidate.activateSuperWeapon"":0.00004103760656953456,""candidate.orderUnits"":0.08444953180487791,""candidate.pauseProduction"":0.0007738520095969374,""candidate.placeBuilding"":0.0004939169076404696,""candidate.queueForProduction"":0.003831153699027262,""candidate.quitGame"":0.00013044096373887771,""candidate.resumeProduction"":0.0006903111676518135,""candidate.sellObject"":0.000014656288060548057,""candidate.setUnitDebugText"":0.010874965740926659,""candidate.toggleRepairWrench"":0.0004777949907738667,""candidate.unqueueFromProduction"":0.001064046513195789}","{""counters"":{""debugCoalesced"":0,""debugDropped"":0,""debugForwarded"":7420,""debugProposals"":7420,""deferredUnitIds"":0,""duplicateSuppressions"":576,""expiredPending"":0,""forwardedOrderCalls"":57620,""forwardedUnitIds"":206461,""gameplayNonorderCalls"":5129,""invalidTargets"":0,""invalidTiles"":0,""invalidUnitIds"":0,""pendingUnitIds"":0,""productionBatches"":3951,""proposedCalls"":61253,""proposedUnitIds"":210303,""revokedPending"":0,""sameUnitConflicts"":3266,""supersededPending"":0},""countersPerObservedUpdate"":{""debugCoalesced"":0,""debugDropped"":0,""debugForwarded"":0.010874965740926659,""debugProposals"":0.010874965740926659,""deferredUnitIds"":0,""duplicateSuppressions"":0.0008442021922875681,""expiredPending"":0,""forwardedOrderCalls"":0.08444953180487791,""forwardedUnitIds"":0.30259518892688125,""gameplayNonorderCalls"":0.007517210146255098,""invalidTargets"":0,""invalidTiles"":0,""invalidUnitIds"":0,""pendingUnitIds"":0,""productionBatches"":0.005790699412722537,""proposedCalls"":0.08977416125727501,""proposedUnitIds"":0.3082261347997438,""revokedPending"":0,""sameUnitConflicts"":0.004786743680574995,""supersededPending"":0},""referenceExceededUpdates"":179809,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":755,""maxPendingUnitIds"":0}"
"opponentFaction","ra2web_advanced/Soviet","disabled","40","851882","{""baseline.orderUnits"":9835,""baseline.pauseProduction"":277,""baseline.placeBuilding"":572,""baseline.queueForProduction"":2377,""baseline.quitGame"":74,""baseline.resumeProduction"":251,""baseline.sayAll"":18,""baseline.sellObject"":139,""baseline.setUnitDebugText"":11781,""baseline.toggleRepairWrench"":312,""baseline.unqueueFromProduction"":327,""candidate.orderUnits"":64154,""candidate.pauseProduction"":1002,""candidate.placeBuilding"":377,""candidate.queueForProduction"":4075,""candidate.quitGame"":69,""candidate.resumeProduction"":933,""candidate.sellObject"":10,""candidate.setUnitDebugText"":11969,""candidate.toggleRepairWrench"":202,""candidate.unqueueFromProduction"":600}","{""baseline.orderUnits"":0.011545026189073134,""baseline.pauseProduction"":0.00032516240512183613,""baseline.placeBuilding"":0.0006714544972190984,""baseline.queueForProduction"":0.0027902925522548896,""baseline.quitGame"":0.00008686649089897427,""baseline.resumeProduction"":0.00029464174615733167,""baseline.sayAll"":0.000021129686975426175,""baseline.sellObject"":0.00016316813831023546,""baseline.setUnitDebugText"":0.013829380125416431,""baseline.toggleRepairWrench"":0.00036624790757405366,""baseline.unqueueFromProduction"":0.0003838559800535755,""candidate.orderUnits"":0.07530855212341615,""candidate.pauseProduction"":0.001176219241632057,""candidate.placeBuilding"":0.00044254955498531485,""candidate.queueForProduction"":0.0047835263569367585,""candidate.quitGame"":0.00008099713340580033,""candidate.resumeProduction"":0.0010952221082262566,""candidate.sellObject"":0.000011738714986347875,""candidate.setUnitDebugText"":0.01405006796715977,""candidate.toggleRepairWrench"":0.00023712204272422705,""candidate.unqueueFromProduction"":0.0007043228991808725}",""
"opponentFaction","ra2web_advanced/Soviet","separated_lanes_v2","40","908467","{""baseline.orderUnits"":11811,""baseline.pauseProduction"":322,""baseline.placeBuilding"":603,""baseline.queueForProduction"":2468,""baseline.quitGame"":14,""baseline.resumeProduction"":296,""baseline.sayAll"":33,""baseline.sellObject"":161,""baseline.setUnitDebugText"":12330,""baseline.toggleRepairWrench"":278,""baseline.unqueueFromProduction"":355,""candidate.orderUnits"":53056,""candidate.pauseProduction"":876,""candidate.placeBuilding"":393,""candidate.queueForProduction"":4255,""candidate.quitGame"":75,""candidate.resumeProduction"":813,""candidate.sellObject"":18,""candidate.setUnitDebugText"":7564,""candidate.toggleRepairWrench"":282,""candidate.unqueueFromProduction"":545}","{""baseline.orderUnits"":0.013001022601811624,""baseline.pauseProduction"":0.0003544432544054985,""baseline.placeBuilding"":0.0006637555354239615,""baseline.queueForProduction"":0.0027166644468098458,""baseline.quitGame"":0.000015410576278499936,""baseline.resumeProduction"":0.0003258236127454272,""baseline.sayAll"":0.000036324929799321277,""baseline.sellObject"":0.00017722162720274924,""baseline.setUnitDebugText"":0.013572314679564585,""baseline.toggleRepairWrench"":0.0003060100146730701,""baseline.unqueueFromProduction"":0.00039076818420481974,""candidate.orderUnits"":0.058401681073720894,""candidate.pauseProduction"":0.0009642617728547101,""candidate.placeBuilding"":0.00043259689124646247,""candidate.queueForProduction"":0.004683714433215516,""candidate.quitGame"":0.00008255665863482108,""candidate.resumeProduction"":0.0008949141796014605,""candidate.sellObject"":0.00001981359807235706,""candidate.setUnitDebugText"":0.008326114212183822,""candidate.toggleRepairWrench"":0.00031041303646692724,""candidate.unqueueFromProduction"":0.0005999117194130331}","{""counters"":{""debugCoalesced"":0,""debugDropped"":6558,""debugForwarded"":7564,""debugProposals"":14122,""deferredUnitIds"":541599,""duplicateSuppressions"":5209,""expiredPending"":27,""forwardedOrderCalls"":53056,""forwardedUnitIds"":164432,""gameplayNonorderCalls"":7257,""invalidTargets"":2018,""invalidTiles"":0,""invalidUnitIds"":239,""pendingUnitIds"":541599,""productionBatches"":5914,""proposedCalls"":74426,""proposedUnitIds"":272713,""revokedPending"":22198,""sameUnitConflicts"":78561,""supersededPending"":75030},""countersPerObservedUpdate"":{""debugCoalesced"":0,""debugDropped"":0.007218754231028755,""debugForwarded"":0.008326114212183822,""debugProposals"":0.015544868443212578,""deferredUnitIds"":0.5961680501328062,""duplicateSuppressions"":0.00573383513105044,""expiredPending"":0.00002972039710853559,""forwardedOrderCalls"":0.058401681073720894,""forwardedUnitIds"":0.18099941990187865,""gameplayNonorderCalls"":0.007988182289505288,""invalidTargets"":0.002221324495000919,""invalidTiles"":0,""invalidUnitIds"":0.00026308055218296315,""pendingUnitIds"":0.5961680501328062,""productionBatches"":0.006509867722217758,""proposedCalls"":0.08192482500740259,""proposedUnitIds"":0.3001903206170395,""revokedPending"":0.024434569445010112,""sameUnitConflicts"":0.08647644878680238,""supersededPending"":0.082589681298275},""referenceExceededUpdates"":0,""budgetDenialUpdates"":77960,""budgetDeniedUnitIdOccurrences"":541599,""budgetDeniedDebugCalls"":6558,""maxRollingCommandCalls"":115,""maxPendingUnitIds"":37}"
