"contrast","endpoint","group","id","cases","reference","treatment","referenceW","referenceD","referenceL","treatmentW","treatmentD","treatmentL","referenceScore","treatmentScore","referenceWinRate","treatmentWinRate","referenceWilsonLower90","treatmentWilsonLower90","pairedScore","pairedLiteralWin","referenceStatuses","treatmentStatuses","referenceTimes","treatmentTimes"
"unbounded_minus_v2","v6","strata","ra2web_advanced__hfo-le","8","separated_lanes_v2","separated_lanes_unbounded_d1","2","4","2","2","2","4","0.5","0.375","0.25","0.25","0.10887074683495994","0.10887074683495994","-0.125","0","{""baseline_win"":2,""candidate_win"":2,""tick_cap_draw"":4}","{""baseline_win"":4,""candidate_win"":2,""tick_cap_draw"":2}","{""all"":{""n"":8,""min"":19009,""median"":24000,""p90"":24000,""max"":24000,""mean"":22522.25},""W"":{""n"":2,""min"":19009,""median"":20217,""p90"":20217,""max"":20217,""mean"":19613},""D"":{""n"":4,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":2,""min"":21856,""median"":23096,""p90"":23096,""max"":23096,""mean"":22476}}","{""all"":{""n"":8,""min"":18795,""median"":21544,""p90"":24000,""max"":24000,""mean"":21694.875},""W"":{""n"":2,""min"":18795,""median"":20464,""p90"":20464,""max"":20464,""mean"":19629.5},""D"":{""n"":2,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":4,""min"":21409,""median"":21544,""p90"":21850,""max"":21850,""mean"":21575}}"
"unbounded_minus_v2","v6","strata","ra2web_advanced__hfo-lvl","8","separated_lanes_v2","separated_lanes_unbounded_d1","2","4","2","2","3","3","0.5","0.4375","0.25","0.25","0.10887074683495994","0.10887074683495994","-0.0625","0","{""baseline_win"":2,""candidate_win"":2,""tick_cap_draw"":4}","{""baseline_win"":3,""candidate_win"":2,""tick_cap_draw"":3}","{""all"":{""n"":8,""min"":17007,""median"":24000,""p90"":24000,""max"":24000,""mean"":21292.5},""W"":{""n"":2,""min"":18627,""median"":20660,""p90"":20660,""max"":20660,""mean"":19643.5},""D"":{""n"":4,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":2,""min"":17007,""median"":18046,""p90"":18046,""max"":18046,""mean"":17526.5}}","{""all"":{""n"":8,""min"":18648,""median"":23870,""p90"":24000,""max"":24000,""mean"":22219.25},""W"":{""n"":2,""min"":18648,""median"":20277,""p90"":20277,""max"":20277,""mean"":19462.5},""D"":{""n"":3,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":3,""min"":20400,""median"":22559,""p90"":23870,""max"":23870,""mean"":22276.333333333332}}"
"unbounded_minus_v2","v6","strata","ra2web_advanced__hfo-original","8","separated_lanes_v2","separated_lanes_unbounded_d1","2","3","3","4","2","2","0.4375","0.625","0.25","0.5","0.10887074683495994","0.2936454286357453","0.1875","0.25","{""baseline_win"":3,""candidate_win"":2,""tick_cap_draw"":3}","{""baseline_win"":2,""candidate_win"":4,""tick_cap_draw"":2}","{""all"":{""n"":8,""min"":11535,""median"":22643,""p90"":24000,""max"":24000,""mean"":19374.875},""W"":{""n"":2,""min"":11535,""median"":19232,""p90"":19232,""max"":19232,""mean"":15383.5},""D"":{""n"":3,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":3,""min"":11566,""median"":18023,""p90"":22643,""max"":22643,""mean"":17410.666666666668}}","{""all"":{""n"":8,""min"":10292,""median"":19776,""p90"":24000,""max"":24000,""mean"":18089.625},""W"":{""n"":4,""min"":10292,""median"":13660,""p90"":19941,""max"":19941,""mean"":14323.5},""D"":{""n"":2,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":2,""min"":19647,""median"":19776,""p90"":19776,""max"":19776,""mean"":19711.5}}"
"unbounded_minus_v2","v6","strata","ra2web_advanced__hfo-rvr","8","separated_lanes_v2","separated_lanes_unbounded_d1","0","6","2","0","5","3","0.375","0.3125","0","0","0","0","-0.0625","0","{""baseline_win"":2,""tick_cap_draw"":6}","{""baseline_win"":3,""tick_cap_draw"":5}","{""all"":{""n"":8,""min"":13032,""median"":24000,""p90"":24000,""max"":24000,""mean"":22527.875},""W"":null,""D"":{""n"":6,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":2,""min"":13032,""median"":23191,""p90"":23191,""max"":23191,""mean"":18111.5}}","{""all"":{""n"":8,""min"":13032,""median"":24000,""p90"":24000,""max"":24000,""mean"":22086.875},""W"":null,""D"":{""n"":5,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":3,""min"":13032,""median"":21134,""p90"":22529,""max"":22529,""mean"":18898.333333333332}}"
"unbounded_minus_v2","v6","strata","ra2web_advanced__hfo-tvt","8","separated_lanes_v2","separated_lanes_unbounded_d1","2","4","2","6","2","0","0.5","0.875","0.25","0.75","0.10887074683495994","0.5237063285891094","0.375","0.5","{""baseline_win"":2,""candidate_win"":2,""tick_cap_draw"":4}","{""candidate_win"":6,""tick_cap_draw"":2}","{""all"":{""n"":8,""min"":11440,""median"":24000,""p90"":24000,""max"":24000,""mean"":20417.375},""W"":{""n"":2,""min"":11440,""median"":17944,""p90"":17944,""max"":17944,""mean"":14692},""D"":{""n"":4,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":2,""min"":18003,""median"":19952,""p90"":19952,""max"":19952,""mean"":18977.5}}","{""all"":{""n"":8,""min"":6527,""median"":11938,""p90"":24000,""max"":24000,""mean"":12665.375},""W"":{""n"":6,""min"":6527,""median"":7974,""p90"":12598,""max"":12598,""mean"":8887.166666666666},""D"":{""n"":2,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":null}"
"unbounded_minus_v2","v6","maps","hfo-bvb","16","separated_lanes_v2","separated_lanes_unbounded_d1","4","4","8","6","4","6","0.375","0.5","0.25","0.375","0.13912211071126457","0.23846779627509276","0.125","0.125","{""baseline_win"":8,""candidate_win"":4,""tick_cap_draw"":4}","{""baseline_win"":6,""candidate_win"":6,""tick_cap_draw"":4}","{""all"":{""n"":16,""min"":11556,""median"":19771,""p90"":24000,""max"":24000,""mean"":18644.5},""W"":{""n"":4,""min"":11556,""median"":16510,""p90"":18136,""max"":18136,""mean"":15082.5},""D"":{""n"":4,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":8,""min"":11726,""median"":19771,""p90"":23506,""max"":23506,""mean"":17747.75}}","{""all"":{""n"":16,""min"":8997,""median"":14392,""p90"":24000,""max"":24000,""mean"":15396.9375},""W"":{""n"":6,""min"":8997,""median"":10053,""p90"":14392,""max"":14392,""mean"":10657.833333333334},""D"":{""n"":4,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":6,""min"":10175,""median"":14401,""p90"":18831,""max"":18831,""mean"":14400.666666666666}}"
"unbounded_minus_v2","v6","maps","hfo-corners","16","separated_lanes_v2","separated_lanes_unbounded_d1","3","10","3","5","6","5","0.5","0.5","0.1875","0.3125","0.09400111552644326","0.18745912692965838","0","0.125","{""baseline_win"":3,""candidate_win"":3,""tick_cap_draw"":10}","{""baseline_win"":5,""candidate_win"":5,""tick_cap_draw"":6}","{""all"":{""n"":16,""min"":7663,""median"":24000,""p90"":24000,""max"":24000,""mean"":21019.125},""W"":{""n"":3,""min"":13580,""median"":15843,""p90"":20134,""max"":20134,""mean"":16519},""D"":{""n"":10,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":3,""min"":7663,""median"":19356,""p90"":19730,""max"":19730,""mean"":15583}}","{""all"":{""n"":16,""min"":7006,""median"":20249,""p90"":24000,""max"":24000,""mean"":17163.6875},""W"":{""n"":5,""min"":11488,""median"":16972,""p90"":21114,""max"":21114,""mean"":16407.4},""D"":{""n"":6,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":5,""min"":7006,""median"":8326,""p90"":13247,""max"":13247,""mean"":9716.4}}"
"unbounded_minus_v2","v6","maps","hfo-corners-b","16","separated_lanes_v2","separated_lanes_unbounded_d1","3","11","2","5","7","4","0.53125","0.53125","0.1875","0.3125","0.09400111552644326","0.18745912692965838","0","0.125","{""baseline_win"":2,""candidate_win"":3,""tick_cap_draw"":11}","{""baseline_win"":4,""candidate_win"":5,""tick_cap_draw"":7}","{""all"":{""n"":16,""min"":6538,""median"":24000,""p90"":24000,""max"":24000,""mean"":19176},""W"":{""n"":3,""min"":7474,""median"":7810,""p90"":13376,""max"":13376,""mean"":9553.333333333334},""D"":{""n"":11,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":2,""min"":6538,""median"":7618,""p90"":7618,""max"":7618,""mean"":7078}}","{""all"":{""n"":16,""min"":6562,""median"":23557,""p90"":24000,""max"":24000,""mean"":18583.25},""W"":{""n"":5,""min"":8194,""median"":11374,""p90"":19949,""max"":19949,""mean"":13624.2},""D"":{""n"":7,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":4,""min"":6562,""median"":23474,""p90"":23557,""max"":23557,""mean"":15302.75}}"
"unbounded_minus_v2","v6","maps","hfo-corners-b-golden","16","separated_lanes_v2","separated_lanes_unbounded_d1","3","4","9","6","6","4","0.3125","0.5625","0.1875","0.375","0.09400111552644326","0.23846779627509276","0.25","0.1875","{""baseline_win"":9,""candidate_win"":3,""tick_cap_draw"":4}","{""baseline_win"":4,""candidate_win"":6,""tick_cap_draw"":6}","{""all"":{""n"":16,""min"":6730,""median"":20165,""p90"":24000,""max"":24000,""mean"":17761.5625},""W"":{""n"":3,""min"":10344,""median"":11146,""p90"":20015,""max"":20015,""mean"":13835},""D"":{""n"":4,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":9,""min"":6730,""median"":19409,""p90"":23512,""max"":23512,""mean"":16297.777777777777}}","{""all"":{""n"":16,""min"":6454,""median"":20021,""p90"":24000,""max"":24000,""mean"":16289.25},""W"":{""n"":6,""min"":7264,""median"":10485,""p90"":13054,""max"":13054,""mean"":9744},""D"":{""n"":6,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":4,""min"":6454,""median"":20021,""p90"":23524,""max"":23524,""mean"":14541}}"
"unbounded_minus_v2","v6","maps","hfo-golden","16","separated_lanes_v2","separated_lanes_unbounded_d1","5","5","6","7","5","4","0.46875","0.59375","0.3125","0.4375","0.18745912692965838","0.29184763573272116","0.125","0.125","{""baseline_win"":6,""candidate_win"":5,""tick_cap_draw"":5}","{""baseline_win"":4,""candidate_win"":7,""tick_cap_draw"":5}","{""all"":{""n"":16,""min"":7330,""median"":15442,""p90"":24000,""max"":24000,""mean"":16561.75},""W"":{""n"":5,""min"":9575,""median"":13577,""p90"":15442,""max"":15442,""mean"":13217.6},""D"":{""n"":5,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":6,""min"":7330,""median"":13881,""p90"":18761,""max"":18761,""mean"":13150}}","{""all"":{""n"":16,""min"":7330,""median"":17625,""p90"":24000,""max"":24000,""mean"":16569.875},""W"":{""n"":7,""min"":8338,""median"":11844,""p90"":20707,""max"":20707,""mean"":13048.57142857143},""D"":{""n"":5,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":4,""min"":7330,""median"":17625,""p90"":19403,""max"":19403,""mean"":13444.5}}"
"unbounded_minus_v2","v6","maps","hfo-le","16","separated_lanes_v2","separated_lanes_unbounded_d1","4","8","4","5","5","6","0.5","0.46875","0.25","0.3125","0.13912211071126457","0.18745912692965838","-0.03125","0.0625","{""baseline_win"":4,""candidate_win"":4,""tick_cap_draw"":8}","{""baseline_win"":6,""candidate_win"":5,""tick_cap_draw"":5}","{""all"":{""n"":16,""min"":8092,""median"":24000,""p90"":24000,""max"":24000,""mean"":20128.3125},""W"":{""n"":4,""min"":14459,""median"":19009,""p90"":20217,""max"":20217,""mean"":17211.25},""D"":{""n"":8,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":4,""min"":8092,""median"":21856,""p90"":23096,""max"":23096,""mean"":15302}}","{""all"":{""n"":16,""min"":7420,""median"":21497,""p90"":24000,""max"":24000,""mean"":18381.4375},""W"":{""n"":5,""min"":9586,""median"":13165,""p90"":20464,""max"":20464,""mean"":14582.6},""D"":{""n"":5,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":6,""min"":7420,""median"":21497,""p90"":21850,""max"":21850,""mean"":16865}}"
"unbounded_minus_v2","v6","maps","hfo-lvl","16","separated_lanes_v2","separated_lanes_unbounded_d1","6","5","5","5","4","7","0.53125","0.4375","0.375","0.3125","0.23846779627509276","0.18745912692965838","-0.09375","-0.0625","{""baseline_win"":5,""candidate_win"":6,""tick_cap_draw"":5}","{""baseline_win"":7,""candidate_win"":5,""tick_cap_draw"":4}","{""all"":{""n"":16,""min"":8044,""median"":20107,""p90"":24000,""max"":24000,""mean"":19146.25},""W"":{""n"":6,""min"":18627,""median"":20107,""p90"":20660,""max"":20660,""mean"":19924.166666666668},""D"":{""n"":5,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":5,""min"":8044,""median"":14780,""p90"":18046,""max"":18046,""mean"":13359}}","{""all"":{""n"":16,""min"":8104,""median"":21483,""p90"":24000,""max"":24000,""mean"":19801.625},""W"":{""n"":5,""min"":14396,""median"":20029,""p90"":20277,""max"":20277,""mean"":18700.6},""D"":{""n"":4,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":7,""min"":8104,""median"":21483,""p90"":23870,""max"":23870,""mean"":18189}}"
"unbounded_minus_v2","v6","maps","hfo-original","16","separated_lanes_v2","separated_lanes_unbounded_d1","4","6","6","7","4","5","0.4375","0.5625","0.25","0.4375","0.13912211071126457","0.29184763573272116","0.125","0.1875","{""baseline_win"":6,""candidate_win"":4,""tick_cap_draw"":6}","{""baseline_win"":5,""candidate_win"":7,""tick_cap_draw"":4}","{""all"":{""n"":16,""min"":7582,""median"":22249,""p90"":24000,""max"":24000,""mean"":18306.1875},""W"":{""n"":4,""min"":9717,""median"":19232,""p90"":22249,""max"":22249,""mean"":15683.25},""D"":{""n"":6,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":6,""min"":7582,""median"":14561,""p90"":22643,""max"":22643,""mean"":14361}}","{""all"":{""n"":16,""min"":7582,""median"":13660,""p90"":24000,""max"":24000,""mean"":15847},""W"":{""n"":7,""min"":9910,""median"":10958,""p90"":19941,""max"":19941,""mean"":12630.57142857143},""D"":{""n"":4,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":5,""min"":7582,""median"":12087,""p90"":19776,""max"":19776,""mean"":13827.6}}"
"unbounded_minus_v2","v6","maps","hfo-rvr","16","separated_lanes_v2","separated_lanes_unbounded_d1","1","12","3","2","10","4","0.4375","0.4375","0.0625","0.125","0.01888694640528186","0.053135703142265844","0","0.0625","{""baseline_win"":3,""candidate_win"":1,""tick_cap_draw"":12}","{""baseline_win"":4,""candidate_win"":2,""tick_cap_draw"":10}","{""all"":{""n"":16,""min"":13032,""median"":24000,""p90"":24000,""max"":24000,""mean"":22641.6875},""W"":{""n"":1,""min"":18450,""median"":18450,""p90"":18450,""max"":18450,""mean"":18450},""D"":{""n"":12,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":3,""min"":13032,""median"":19594,""p90"":23191,""max"":23191,""mean"":18605.666666666668}}","{""all"":{""n"":16,""min"":12464,""median"":24000,""p90"":24000,""max"":24000,""mean"":21871.4375},""W"":{""n"":2,""min"":12464,""median"":21190,""p90"":21190,""max"":21190,""mean"":16827},""D"":{""n"":10,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":4,""min"":13032,""median"":21134,""p90"":22529,""max"":22529,""mean"":19072.25}}"
"unbounded_minus_v2","v6","maps","hfo-tvt","16","separated_lanes_v2","separated_lanes_unbounded_d1","5","9","2","9","7","0","0.59375","0.78125","0.3125","0.5625","0.18745912692965838","0.40521106136564305","0.1875","0.25","{""baseline_win"":2,""candidate_win"":5,""tick_cap_draw"":9}","{""candidate_win"":9,""tick_cap_draw"":7}","{""all"":{""n"":16,""min"":6718,""median"":24000,""p90"":24000,""max"":24000,""mean"":20708.625},""W"":{""n"":5,""min"":6718,""median"":17944,""p90"":20756,""max"":20756,""mean"":15476.6},""D"":{""n"":9,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":2,""min"":18003,""median"":19952,""p90"":19952,""max"":19952,""mean"":18977.5}}","{""all"":{""n"":16,""min"":6527,""median"":12598,""p90"":24000,""max"":24000,""mean"":15615.6875},""W"":{""n"":9,""min"":6527,""median"":7974,""p90"":12598,""max"":12598,""mean"":9094.555555555555},""D"":{""n"":7,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":null}"
"unbounded_minus_v2","v6","maps","pacific-heights","8","separated_lanes_v2","separated_lanes_unbounded_d1","4","2","2","6","2","0","0.625","0.875","0.5","0.75","0.2936454286357453","0.5237063285891094","0.25","0.25","{""baseline_win"":2,""candidate_win"":4,""tick_cap_draw"":2}","{""candidate_win"":6,""tick_cap_draw"":2}","{""all"":{""n"":8,""min"":9045,""median"":16698,""p90"":24000,""max"":24000,""mean"":15652.875},""W"":{""n"":4,""min"":9507,""median"":16698,""p90"":18411,""max"":18411,""mean"":13772},""D"":{""n"":2,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":2,""min"":9045,""median"":13090,""p90"":13090,""max"":13090,""mean"":11067.5}}","{""all"":{""n"":8,""min"":9449,""median"":10163,""p90"":24000,""max"":24000,""mean"":14338.125},""W"":{""n"":6,""min"":9449,""median"":9880,""p90"":17560,""max"":17560,""mean"":11117.5},""D"":{""n"":2,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":null}"
"unbounded_minus_v2","v6","maps","peak","8","separated_lanes_v2","separated_lanes_unbounded_d1","5","3","0","3","4","1","0.8125","0.625","0.625","0.375","0.4027757419118244","0.19535795103474965","-0.1875","-0.25","{""candidate_win"":5,""tick_cap_draw"":3}","{""baseline_win"":1,""candidate_win"":3,""tick_cap_draw"":4}","{""all"":{""n"":8,""min"":8420,""median"":18713,""p90"":24000,""max"":24000,""mean"":16284.125},""W"":{""n"":5,""min"":8420,""median"":10078,""p90"":18713,""max"":18713,""mean"":11654.6},""D"":{""n"":3,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":null}","{""all"":{""n"":8,""min"":9441,""median"":24000,""p90"":24000,""max"":24000,""mean"":18585.5},""W"":{""n"":3,""min"":9441,""median"":9458,""p90"":11520,""max"":11520,""mean"":10139.666666666666},""D"":{""n"":4,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":1,""min"":22265,""median"":22265,""p90"":22265,""max"":22265,""mean"":22265}}"
"unbounded_minus_v2","v6","maps","south-pacific","8","separated_lanes_v2","separated_lanes_unbounded_d1","0","6","2","0","6","2","0.375","0.375","0","0","0","0","0","0","{""baseline_win"":2,""engine_nonliteral_termination_draw"":1,""tick_cap_draw"":5}","{""baseline_win"":2,""engine_nonliteral_termination_draw"":1,""tick_cap_draw"":5}","{""all"":{""n"":8,""min"":9438,""median"":24000,""p90"":24000,""max"":24000,""mean"":19763.75},""W"":null,""D"":{""n"":6,""min"":17832,""median"":24000,""p90"":24000,""max"":24000,""mean"":22972},""L"":{""n"":2,""min"":9438,""median"":10840,""p90"":10840,""max"":10840,""mean"":10139}}","{""all"":{""n"":8,""min"":9438,""median"":24000,""p90"":24000,""max"":24000,""mean"":19763.75},""W"":null,""D"":{""n"":6,""min"":17832,""median"":24000,""p90"":24000,""max"":24000,""mean"":22972},""L"":{""n"":2,""min"":9438,""median"":10840,""p90"":10840,""max"":10840,""mean"":10139}}"
"unbounded_minus_v2","v6","maps","south-pacific-2","8","separated_lanes_v2","separated_lanes_unbounded_d1","0","7","1","1","5","2","0.4375","0.4375","0","0.125","0","0.038176543007959585","0","0.125","{""baseline_win"":1,""tick_cap_draw"":7}","{""baseline_win"":2,""candidate_win"":1,""tick_cap_draw"":5}","{""all"":{""n"":8,""min"":18235,""median"":24000,""p90"":24000,""max"":24000,""mean"":23279.375},""W"":null,""D"":{""n"":7,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":1,""min"":18235,""median"":18235,""p90"":18235,""max"":18235,""mean"":18235}}","{""all"":{""n"":8,""min"":13501,""median"":24000,""p90"":24000,""max"":24000,""mean"":21661.625},""W"":{""n"":1,""min"":22157,""median"":22157,""p90"":22157,""max"":22157,""mean"":22157},""D"":{""n"":5,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":2,""min"":13501,""median"":17635,""p90"":17635,""max"":17635,""mean"":15568}}"
