"contrast","endpoint","group","id","cases","reference","treatment","referenceW","referenceD","referenceL","treatmentW","treatmentD","treatmentL","referenceScore","treatmentScore","referenceWinRate","treatmentWinRate","referenceWilsonLower90","treatmentWilsonLower90","pairedScore","pairedLiteralWin","referenceStatuses","treatmentStatuses","referenceTimes","treatmentTimes"
"unbounded_minus_v2","v5","opponentFaction","ra2web_advanced/Allied","40","separated_lanes_v2","separated_lanes_unbounded_d1","11","9","20","18","2","20","0.3875","0.475","0.275","0.45","0.19475556972393063","0.3531525483026235","0.0875","0.175","{""baseline_win"":20,""candidate_win"":11,""tick_cap_draw"":9}","{""baseline_win"":20,""candidate_win"":18,""tick_cap_draw"":2}","{""all"":{""n"":40,""min"":7474,""median"":19771,""p90"":24000,""max"":24000,""mean"":19378.6},""W"":{""n"":11,""min"":7474,""median"":15442,""p90"":19232,""max"":20660,""mean"":14654.818181818182},""D"":{""n"":9,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":20,""min"":13032,""median"":19771,""p90"":23350,""max"":23512,""mean"":19897.05}}","{""all"":{""n"":40,""min"":6527,""median"":19403,""p90"":23524,""max"":24000,""mean"":17057.525},""W"":{""n"":18,""min"":6527,""median"":13054,""p90"":20277,""max"":20707,""mean"":13965.055555555555},""D"":{""n"":2,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":20,""min"":12085,""median"":20400,""p90"":23524,""max"":23557,""mean"":19146.5}}"
"unbounded_minus_v2","v5","opponentFaction","ra2web_advanced/Soviet","40","separated_lanes_v2","separated_lanes_unbounded_d1","4","33","3","9","30","1","0.5125","0.6","0.1","0.225","0.05414418101779652","0.15220998483534723","0.0875","0.125","{""baseline_win"":3,""candidate_win"":4,""tick_cap_draw"":33}","{""baseline_win"":1,""candidate_win"":9,""tick_cap_draw"":30}","{""all"":{""n"":40,""min"":10344,""median"":24000,""p90"":24000,""max"":24000,""mean"":22711.675},""W"":{""n"":4,""min"":10344,""median"":19009,""p90"":20217,""max"":20217,""mean"":16878.5},""D"":{""n"":33,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":3,""min"":11566,""median"":13881,""p90"":23506,""max"":23506,""mean"":16317.666666666666}}","{""all"":{""n"":40,""min"":7110,""median"":24000,""p90"":24000,""max"":24000,""mean"":21297.05},""W"":{""n"":9,""min"":7110,""median"":10292,""p90"":20464,""max"":20464,""mean"":12001.333333333334},""D"":{""n"":30,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":1,""min"":23870,""median"":23870,""p90"":23870,""max"":23870,""mean"":23870}}"
"unbounded_minus_v2","v5","opponentSlot","pinned_supalosa/0","60","separated_lanes_v2","separated_lanes_unbounded_d1","13","23","24","17","22","21","0.4083333333333333","0.4666666666666667","0.21666666666666667","0.2833333333333333","0.15654739328841472","0.2153263396944523","0.058333333333333334","0.06666666666666667","{""baseline_win"":24,""candidate_win"":13,""engine_nonliteral_termination_draw"":1,""tick_cap_draw"":22}","{""baseline_win"":21,""candidate_win"":17,""engine_nonliteral_termination_draw"":1,""tick_cap_draw"":21}","{""all"":{""n"":60,""min"":5938,""median"":18411,""p90"":24000,""max"":24000,""mean"":16587.283333333333},""W"":{""n"":13,""min"":8351,""median"":13577,""p90"":20426,""max"":22249,""mean"":14201.153846153846},""D"":{""n"":23,""min"":17832,""median"":24000,""p90"":24000,""max"":24000,""mean"":23731.82608695652},""L"":{""n"":24,""min"":5938,""median"":9032,""p90"":19594,""max"":20537,""mean"":11032.916666666666}}","{""all"":{""n"":60,""min"":6454,""median"":12847,""p90"":24000,""max"":24000,""mean"":15611.566666666668},""W"":{""n"":17,""min"":8077,""median"":10958,""p90"":17644,""max"":21114,""mean"":12177.176470588236},""D"":{""n"":22,""min"":17832,""median"":24000,""p90"":24000,""max"":24000,""mean"":23719.636363636364},""L"":{""n"":21,""min"":6454,""median"":8104,""p90"":17635,""max"":21989,""mean"":9897.619047619048}}"
"unbounded_minus_v2","v5","opponentSlot","pinned_supalosa/1","60","separated_lanes_v2","separated_lanes_unbounded_d1","21","27","12","23","23","14","0.575","0.575","0.35","0.38333333333333336","0.2760389222825774","0.3070193885526255","0","0.03333333333333333","{""baseline_win"":12,""candidate_win"":21,""tick_cap_draw"":27}","{""baseline_win"":14,""candidate_win"":23,""tick_cap_draw"":23}","{""all"":{""n"":60,""min"":5872,""median"":20134,""p90"":24000,""max"":24000,""mean"":18108.783333333333},""W"":{""n"":21,""min"":6718,""median"":14128,""p90"":20134,""max"":20756,""mean"":14720.380952380952},""D"":{""n"":27,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":12,""min"":5872,""median"":9045,""p90"":17510,""max"":18235,""mean"":10783.25}}","{""all"":{""n"":60,""min"":5662,""median"":20029,""p90"":24000,""max"":24000,""mean"":16845.45},""W"":{""n"":23,""min"":6718,""median"":9910,""p90"":20153,""max"":21190,""mean"":11939.565217391304},""D"":{""n"":23,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":14,""min"":5662,""median"":11682,""p90"":22265,""max"":23474,""mean"":13151.214285714286}}"
"unbounded_minus_v2","v5","opponentSlot","ra2web_advanced/0","40","separated_lanes_v2","separated_lanes_unbounded_d1","8","21","11","15","16","9","0.4625","0.575","0.2","0.375","0.13151765602069693","0.2836592844391007","0.1125","0.175","{""baseline_win"":11,""candidate_win"":8,""tick_cap_draw"":21}","{""baseline_win"":9,""candidate_win"":15,""tick_cap_draw"":16}","{""all"":{""n"":40,""min"":7810,""median"":24000,""p90"":24000,""max"":24000,""mean"":20759.075},""W"":{""n"":8,""min"":7810,""median"":15442,""p90"":19009,""max"":19009,""mean"":14042.875},""D"":{""n"":21,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":11,""min"":11566,""median"":19771,""p90"":22643,""max"":23191,""mean"":19456.363636363636}}","{""all"":{""n"":40,""min"":6527,""median"":22529,""p90"":24000,""max"":24000,""mean"":19007.875},""W"":{""n"":15,""min"":6527,""median"":11938,""p90"":19941,""max"":19949,""mean"":12867.666666666666},""D"":{""n"":16,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":9,""min"":13247,""median"":21850,""p90"":23870,""max"":23870,""mean"":20366.666666666668}}"
"unbounded_minus_v2","v5","opponentSlot","ra2web_advanced/1","40","separated_lanes_v2","separated_lanes_unbounded_d1","7","21","12","12","16","12","0.4375","0.5","0.175","0.3","0.11127749394260136","0.21653912471300574","0.0625","0.125","{""baseline_win"":12,""candidate_win"":7,""tick_cap_draw"":21}","{""baseline_win"":12,""candidate_win"":12,""tick_cap_draw"":16}","{""all"":{""n"":40,""min"":7474,""median"":24000,""p90"":24000,""max"":24000,""mean"":21331.2},""W"":{""n"":7,""min"":7474,""median"":17944,""p90"":20660,""max"":20660,""mean"":16624.85714285714},""D"":{""n"":21,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":12,""min"":13032,""median"":19356,""p90"":23506,""max"":23512,""mean"":19406.166666666668}}","{""all"":{""n"":40,""min"":7176,""median"":21134,""p90"":24000,""max"":24000,""mean"":19346.7},""W"":{""n"":12,""min"":7176,""median"":13401,""p90"":20464,""max"":20707,""mean"":13864},""D"":{""n"":16,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":12,""min"":12085,""median"":20021,""p90"":21497,""max"":23557,""mean"":18625}}"
"unbounded_minus_v2","v5","opponentDirection","pinned_supalosa/0","60","separated_lanes_v2","separated_lanes_unbounded_d1","14","27","19","18","22","20","0.4583333333333333","0.48333333333333334","0.23333333333333334","0.3","0.17103567360437824","0.230338385840729","0.025","0.06666666666666667","{""baseline_win"":19,""candidate_win"":14,""engine_nonliteral_termination_draw"":1,""tick_cap_draw"":26}","{""baseline_win"":20,""candidate_win"":18,""engine_nonliteral_termination_draw"":1,""tick_cap_draw"":21}","{""all"":{""n"":60,""min"":5872,""median"":19594,""p90"":24000,""max"":24000,""mean"":17294.066666666666},""W"":{""n"":14,""min"":6718,""median"":13580,""p90"":19637,""max"":20015,""mean"":13551.285714285714},""D"":{""n"":27,""min"":17832,""median"":24000,""p90"":24000,""max"":24000,""mean"":23771.555555555555},""L"":{""n"":19,""min"":5872,""median"":8918,""p90"":19594,""max"":20537,""mean"":10847.052631578947}}","{""all"":{""n"":60,""min"":5926,""median"":17644,""p90"":24000,""max"":24000,""mean"":16228.533333333333},""W"":{""n"":18,""min"":6718,""median"":10163,""p90"":20249,""max"":21114,""mean"":11900.666666666666},""D"":{""n"":22,""min"":17832,""median"":24000,""p90"":24000,""max"":24000,""mean"":23719.636363636364},""L"":{""n"":20,""min"":5926,""median"":8918,""p90"":21989,""max"":23474,""mean"":11883.4}}"
"unbounded_minus_v2","v5","opponentDirection","pinned_supalosa/1","60","separated_lanes_v2","separated_lanes_unbounded_d1","20","23","17","22","23","15","0.525","0.5583333333333333","0.3333333333333333","0.36666666666666664","0.2606991787230655","0.2914799892975567","0.03333333333333333","0.03333333333333333","{""baseline_win"":17,""candidate_win"":20,""tick_cap_draw"":23}","{""baseline_win"":15,""candidate_win"":22,""tick_cap_draw"":23}","{""all"":{""n"":60,""min"":5938,""median"":20107,""p90"":24000,""max"":24000,""mean"":17402},""W"":{""n"":20,""min"":7652,""median"":15160,""p90"":20756,""max"":22249,""mean"":15201.25},""D"":{""n"":23,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":17,""min"":5938,""median"":11726,""p90"":17510,""max"":20286,""mean"":11064.411764705883}}","{""all"":{""n"":60,""min"":5662,""median"":13165,""p90"":24000,""max"":24000,""mean"":16228.483333333334},""W"":{""n"":22,""min"":9449,""median"":11374,""p90"":17560,""max"":21190,""mean"":12155},""D"":{""n"":23,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":15,""min"":5662,""median"":9420,""p90"":18831,""max"":22265,""mean"":10286.6}}"
"unbounded_minus_v2","v5","opponentDirection","ra2web_advanced/0","40","separated_lanes_v2","separated_lanes_unbounded_d1","6","15","19","9","15","16","0.3375","0.4125","0.15","0.225","0.09156032424656435","0.15220998483534723","0.075","0.075","{""baseline_win"":19,""candidate_win"":6,""tick_cap_draw"":15}","{""baseline_win"":16,""candidate_win"":9,""tick_cap_draw"":15}","{""all"":{""n"":40,""min"":7474,""median"":21856,""p90"":24000,""max"":24000,""mean"":20087.55},""W"":{""n"":6,""min"":7474,""median"":18136,""p90"":20217,""max"":20217,""mean"":13831.666666666666},""D"":{""n"":15,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":19,""min"":11566,""median"":19356,""p90"":23506,""max"":23512,""mean"":18974.315789473683}}","{""all"":{""n"":40,""min"":6527,""median"":22529,""p90"":24000,""max"":24000,""mean"":19213.975},""W"":{""n"":9,""min"":6527,""median"":8338,""p90"":20464,""max"":20464,""mean"":10806.666666666666},""D"":{""n"":15,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":16,""min"":12085,""median"":20400,""p90"":23557,""max"":23870,""mean"":19456.1875}}"
"unbounded_minus_v2","v5","opponentDirection","ra2web_advanced/1","40","separated_lanes_v2","separated_lanes_unbounded_d1","9","27","4","18","17","5","0.5625","0.6625","0.225","0.45","0.15220998483534723","0.3531525483026235","0.1","0.225","{""baseline_win"":4,""candidate_win"":9,""tick_cap_draw"":27}","{""baseline_win"":5,""candidate_win"":18,""tick_cap_draw"":17}","{""all"":{""n"":40,""min"":11440,""median"":24000,""p90"":24000,""max"":24000,""mean"":22002.725},""W"":{""n"":9,""min"":11440,""median"":15843,""p90"":20660,""max"":20660,""mean"":16191.888888888889},""D"":{""n"":27,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":4,""min"":19771,""median"":23096,""p90"":23350,""max"":23350,""mean"":21595.5}}","{""all"":{""n"":40,""min"":8997,""median"":21134,""p90"":24000,""max"":24000,""mean"":19140.6},""W"":{""n"":18,""min"":8997,""median"":13401,""p90"":20277,""max"":20707,""mean"":14562.388888888889},""D"":{""n"":17,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":5,""min"":14401,""median"":21134,""p90"":21544,""max"":21544,""mean"":19100.2}}"
"unbounded_minus_v2","v5","opponentCountryDirection","pinned_supalosa/Africans/0","30","separated_lanes_v2","separated_lanes_unbounded_d1","8","15","7","11","12","7","0.5166666666666667","0.5666666666666667","0.26666666666666666","0.36666666666666664","0.17730429246164628","0.2635816922512699","0.05","0.1","{""baseline_win"":7,""candidate_win"":8,""tick_cap_draw"":15}","{""baseline_win"":7,""candidate_win"":11,""tick_cap_draw"":12}","{""all"":{""n"":30,""min"":8776,""median"":24000,""p90"":24000,""max"":24000,""mean"":17765.333333333332},""W"":{""n"":8,""min"":9518,""median"":11556,""p90"":16510,""max"":16510,""mean"":11763.875},""D"":{""n"":15,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":7,""min"":8776,""median"":9438,""p90"":16938,""max"":16938,""mean"":11264.142857142857}}","{""all"":{""n"":30,""min"":7076,""median"":21483,""p90"":24000,""max"":24000,""mean"":17569.766666666666},""W"":{""n"":11,""min"":8077,""median"":10773,""p90"":20249,""max"":21114,""mean"":12508.727272727272},""D"":{""n"":12,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":7,""min"":7076,""median"":10840,""p90"":23474,""max"":23474,""mean"":14499.57142857143}}"
"unbounded_minus_v2","v5","opponentCountryDirection","pinned_supalosa/Africans/1","30","separated_lanes_v2","separated_lanes_unbounded_d1","9","13","8","9","14","7","0.5166666666666667","0.5333333333333333","0.3","0.3","0.2054634616809264","0.2054634616809264","0.016666666666666666","0","{""baseline_win"":8,""candidate_win"":9,""tick_cap_draw"":13}","{""baseline_win"":7,""candidate_win"":9,""tick_cap_draw"":14}","{""all"":{""n"":30,""min"":7652,""median"":20426,""p90"":24000,""max"":24000,""mean"":17836.7},""W"":{""n"":9,""min"":7652,""median"":10472,""p90"":20525,""max"":20525,""mean"":12998.333333333334},""D"":{""n"":13,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":8,""min"":8310,""median"":13164,""p90"":20286,""max"":20286,""mean"":13264.5}}","{""all"":{""n"":30,""min"":7918,""median"":22265,""p90"":24000,""max"":24000,""mean"":17773.733333333334},""W"":{""n"":9,""min"":9449,""median"":10903,""p90"":21190,""max"":21190,""mean"":12053.333333333334},""D"":{""n"":14,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":7,""min"":7918,""median"":10046,""p90"":22265,""max"":22265,""mean"":12676}}"
"unbounded_minus_v2","v5","opponentCountryDirection","pinned_supalosa/Americans/0","30","separated_lanes_v2","separated_lanes_unbounded_d1","6","12","12","7","10","13","0.4","0.4","0.2","0.23333333333333334","0.12312049277120735","0.14982625883730233","0","0.03333333333333333","{""baseline_win"":12,""candidate_win"":6,""engine_nonliteral_termination_draw"":1,""tick_cap_draw"":11}","{""baseline_win"":13,""candidate_win"":7,""engine_nonliteral_termination_draw"":1,""tick_cap_draw"":9}","{""all"":{""n"":30,""min"":5872,""median"":19594,""p90"":24000,""max"":24000,""mean"":16822.8},""W"":{""n"":6,""min"":6718,""median"":18411,""p90"":20015,""max"":20015,""mean"":15934.5},""D"":{""n"":12,""min"":17832,""median"":24000,""p90"":24000,""max"":24000,""mean"":23486},""L"":{""n"":12,""min"":5872,""median"":8092,""p90"":19594,""max"":20537,""mean"":10603.75}}","{""all"":{""n"":30,""min"":5926,""median"":14392,""p90"":24000,""max"":24000,""mean"":14887.3},""W"":{""n"":7,""min"":6718,""median"":9856,""p90"":20029,""max"":20029,""mean"":10945.142857142857},""D"":{""n"":10,""min"":17832,""median"":24000,""p90"":24000,""max"":24000,""mean"":23383.2},""L"":{""n"":13,""min"":5926,""median"":7618,""p90"":17635,""max"":19594,""mean"":10474.692307692309}}"
"unbounded_minus_v2","v5","opponentCountryDirection","pinned_supalosa/Americans/1","30","separated_lanes_v2","separated_lanes_unbounded_d1","11","10","9","13","9","8","0.5333333333333333","0.5833333333333334","0.36666666666666664","0.43333333333333335","0.2635816922512699","0.3238451521541481","0.05","0.06666666666666667","{""baseline_win"":9,""candidate_win"":11,""tick_cap_draw"":10}","{""baseline_win"":8,""candidate_win"":13,""tick_cap_draw"":9}","{""all"":{""n"":30,""min"":5938,""median"":18713,""p90"":24000,""max"":24000,""mean"":16967.3},""W"":{""n"":11,""min"":11146,""median"":18450,""p90"":20756,""max"":22249,""mean"":17003.636363636364},""D"":{""n"":10,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":9,""min"":5938,""median"":7663,""p90"":15460,""max"":15460,""mean"":9108.777777777777}}","{""all"":{""n"":30,""min"":5662,""median"":11682,""p90"":24000,""max"":24000,""mean"":14683.233333333334},""W"":{""n"":13,""min"":9544,""median"":11374,""p90"":17560,""max"":20153,""mean"":12225.384615384615},""D"":{""n"":9,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":8,""min"":5662,""median"":8104,""p90"":11682,""max"":11682,""mean"":8195.875}}"
"unbounded_minus_v2","v5","opponentCountryDirection","ra2web_advanced/Africans/0","20","separated_lanes_v2","separated_lanes_unbounded_d1","3","14","3","4","15","1","0.5","0.575","0.15","0.2","0.07467301975322671","0.11024848763714991","0.075","0.05","{""baseline_win"":3,""candidate_win"":3,""tick_cap_draw"":14}","{""baseline_win"":1,""candidate_win"":4,""tick_cap_draw"":15}","{""all"":{""n"":20,""min"":10344,""median"":24000,""p90"":24000,""max"":24000,""mean"":21726.15},""W"":{""n"":3,""min"":10344,""median"":19009,""p90"":20217,""max"":20217,""mean"":16523.333333333332},""D"":{""n"":14,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":3,""min"":11566,""median"":13881,""p90"":23506,""max"":23506,""mean"":16317.666666666666}}","{""all"":{""n"":20,""min"":7110,""median"":24000,""p90"":24000,""max"":24000,""mean"":21870.75},""W"":{""n"":4,""min"":7110,""median"":18795,""p90"":20464,""max"":20464,""mean"":13386.25},""D"":{""n"":15,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":1,""min"":23870,""median"":23870,""p90"":23870,""max"":23870,""mean"":23870}}"
"unbounded_minus_v2","v5","opponentCountryDirection","ra2web_advanced/Africans/1","20","separated_lanes_v2","separated_lanes_unbounded_d1","1","19","0","5","15","0","0.525","0.625","0.05","0.25","0.015078196553383891","0.14818790611051605","0.1","0.2","{""candidate_win"":1,""tick_cap_draw"":19}","{""candidate_win"":5,""tick_cap_draw"":15}","{""all"":{""n"":20,""min"":17944,""median"":24000,""p90"":24000,""max"":24000,""mean"":23697.2},""W"":{""n"":1,""min"":17944,""median"":17944,""p90"":17944,""max"":17944,""mean"":17944},""D"":{""n"":19,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":null}","{""all"":{""n"":20,""min"":8997,""median"":24000,""p90"":24000,""max"":24000,""mean"":20723.35},""W"":{""n"":5,""min"":8997,""median"":10292,""p90"":13401,""max"":13401,""mean"":10893.4},""D"":{""n"":15,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":null}"
"unbounded_minus_v2","v5","opponentCountryDirection","ra2web_advanced/Americans/0","20","separated_lanes_v2","separated_lanes_unbounded_d1","3","1","16","5","0","15","0.175","0.25","0.15","0.25","0.07467301975322671","0.14818790611051605","0.075","0.1","{""baseline_win"":16,""candidate_win"":3,""tick_cap_draw"":1}","{""baseline_win"":15,""candidate_win"":5}","{""all"":{""n"":20,""min"":7474,""median"":19356,""p90"":23512,""max"":24000,""mean"":18448.95},""W"":{""n"":3,""min"":7474,""median"":7810,""p90"":18136,""max"":18136,""mean"":11140},""D"":{""n"":1,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":16,""min"":13032,""median"":19409,""p90"":23191,""max"":23512,""mean"":19472.4375}}","{""all"":{""n"":20,""min"":6527,""median"":19647,""p90"":23524,""max"":23557,""mean"":16557.2},""W"":{""n"":5,""min"":6527,""median"":8338,""p90"":10960,""max"":10960,""mean"":8743},""D"":null,""L"":{""n"":15,""min"":12085,""median"":20021,""p90"":23524,""max"":23557,""mean"":19161.933333333334}}"
"unbounded_minus_v2","v5","opponentCountryDirection","ra2web_advanced/Americans/1","20","separated_lanes_v2","separated_lanes_unbounded_d1","8","8","4","13","2","5","0.6","0.7","0.4","0.65","0.27242042011421685","0.5067311635134781","0.1","0.25","{""baseline_win"":4,""candidate_win"":8,""tick_cap_draw"":8}","{""baseline_win"":5,""candidate_win"":13,""tick_cap_draw"":2}","{""all"":{""n"":20,""min"":11440,""median"":23096,""p90"":24000,""max"":24000,""mean"":20308.25},""W"":{""n"":8,""min"":11440,""median"":15843,""p90"":20660,""max"":20660,""mean"":15972.875},""D"":{""n"":8,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":4,""min"":19771,""median"":23096,""p90"":23350,""max"":23350,""mean"":21595.5}}","{""all"":{""n"":20,""min"":11362,""median"":18648,""p90"":24000,""max"":24000,""mean"":17557.85},""W"":{""n"":13,""min"":11362,""median"":16336,""p90"":20277,""max"":20707,""mean"":15973.538461538461},""D"":{""n"":2,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":5,""min"":14401,""median"":21134,""p90"":21544,""max"":21544,""mean"":19100.2}}"
"unbounded_minus_disabled","v6","populations","overall","200","disabled","separated_lanes_unbounded_d1","70","81","49","68","76","56","0.5525","0.53","0.35","0.34","0.30815810792421205","0.29853132281898964","-0.0225","-0.01","{""baseline_win"":49,""candidate_win"":70,""engine_nonliteral_termination_draw"":3,""tick_cap_draw"":78}","{""baseline_win"":56,""candidate_win"":68,""engine_nonliteral_termination_draw"":1,""tick_cap_draw"":75}","{""all"":{""n"":200,""min"":5662,""median"":19880,""p90"":24000,""max"":24000,""mean"":17510.695},""W"":{""n"":70,""min"":7096,""median"":11458,""p90"":20464,""max"":21315,""mean"":13201.585714285715},""D"":{""n"":81,""min"":17832,""median"":24000,""p90"":24000,""max"":24000,""mean"":23892.11111111111},""L"":{""n"":49,""min"":5662,""median"":12085,""p90"":21483,""max"":23870,""mean"":13117.69387755102}}","{""all"":{""n"":200,""min"":5662,""median"":20021,""p90"":24000,""max"":24000,""mean"":17398.805},""W"":{""n"":68,""min"":6527,""median"":11374,""p90"":20249,""max"":22157,""mean"":12693.558823529413},""D"":{""n"":76,""min"":17832,""median"":24000,""p90"":24000,""max"":24000,""mean"":23918.842105263157},""L"":{""n"":56,""min"":5662,""median"":13247,""p90"":22529,""max"":23870,""mean"":14263.69642857143}}"
"unbounded_minus_disabled","v6","populations","supalosa","120","disabled","separated_lanes_unbounded_d1","46","42","32","41","44","35","0.5583333333333333","0.525","0.38333333333333336","0.3416666666666667","0.3283919414814477","0.2886545731300702","-0.03333333333333333","-0.041666666666666664","{""baseline_win"":32,""candidate_win"":46,""engine_nonliteral_termination_draw"":3,""tick_cap_draw"":39}","{""baseline_win"":35,""candidate_win"":41,""engine_nonliteral_termination_draw"":1,""tick_cap_draw"":43}","{""all"":{""n"":120,""min"":5662,""median"":16546,""p90"":24000,""max"":24000,""mean"":16187.383333333333},""W"":{""n"":46,""min"":7096,""median"":10958,""p90"":21001,""max"":21315,""mean"":13031.565217391304},""D"":{""n"":42,""min"":17832,""median"":24000,""p90"":24000,""max"":24000,""mean"":23791.928571428572},""L"":{""n"":32,""min"":5662,""median"":8883,""p90"":18927,""max"":23474,""mean"":10742.90625}}","{""all"":{""n"":120,""min"":5662,""median"":17560,""p90"":24000,""max"":24000,""mean"":16213.15},""W"":{""n"":41,""min"":6718,""median"":10773,""p90"":20153,""max"":22157,""mean"":12287.292682926829},""D"":{""n"":44,""min"":17832,""median"":24000,""p90"":24000,""max"":24000,""mean"":23859.81818181818},""L"":{""n"":35,""min"":5662,""median"":8918,""p90"":21483,""max"":23474,""mean"":11199.057142857142}}"
"unbounded_minus_disabled","v6","populations","advanced","80","disabled","separated_lanes_unbounded_d1","24","39","17","27","32","21","0.54375","0.5375","0.3","0.3375","0.2389027396739289","0.2736224621247424","-0.00625","0.0375","{""baseline_win"":17,""candidate_win"":24,""tick_cap_draw"":39}","{""baseline_win"":21,""candidate_win"":27,""tick_cap_draw"":32}","{""all"":{""n"":80,""min"":7110,""median"":23870,""p90"":24000,""max"":24000,""mean"":19495.6625},""W"":{""n"":24,""min"":7110,""median"":11836,""p90"":19880,""max"":20464,""mean"":13527.458333333334},""D"":{""n"":39,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":17,""min"":12085,""median"":18131,""p90"":21997,""max"":23870,""mean"":17587.882352941175}}","{""all"":{""n"":80,""min"":6527,""median"":21497,""p90"":24000,""max"":24000,""mean"":19177.2875},""W"":{""n"":27,""min"":6527,""median"":12214,""p90"":20277,""max"":20707,""mean"":13310.481481481482},""D"":{""n"":32,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":21,""min"":12085,""median"":20400,""p90"":23524,""max"":23870,""mean"":19371.428571428572}}"
"unbounded_minus_disabled","v6","strata","pinned_supalosa__hfo-bvb","8","disabled","separated_lanes_unbounded_d1","4","2","2","3","2","3","0.625","0.5","0.5","0.375","0.2936454286357453","0.19535795103474965","-0.125","-0.125","{""baseline_win"":2,""candidate_win"":4,""tick_cap_draw"":2}","{""baseline_win"":3,""candidate_win"":3,""tick_cap_draw"":2}","{""all"":{""n"":8,""min"":9816,""median"":14644,""p90"":24000,""max"":24000,""mean"":16005.25},""W"":{""n"":4,""min"":9816,""median"":14422,""p90"":14644,""max"":14644,""mean"":12413.75},""D"":{""n"":2,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":2,""min"":11556,""median"":18831,""p90"":18831,""max"":18831,""mean"":15193.5}}","{""all"":{""n"":8,""min"":9816,""median"":14392,""p90"":24000,""max"":24000,""mean"":15458.625},""W"":{""n"":3,""min"":9816,""median"":10773,""p90"":14392,""max"":14392,""mean"":11660.333333333334},""D"":{""n"":2,""min"":24000,""median"":24000,""p90"":24000,""max"":24000,""mean"":24000},""L"":{""n"":3,""min"":10175,""median"":11682,""p90"":18831,""max"":18831,""mean"":13562.666666666666}}"
