"caseIndex","opponent","opponentMapOrdinal","mapId","directionOrdinal","candidateStart","opponentStart","candidateStartOrdinal","opponentStartOrdinal","countryOrdinal","country","candidateSlot","requestedEngineSeed","maxUpdates","stratumId","topologyId","role","jobId","artifactSha256","artifactBytes","sourceCommit","runnerSha256","protocolSha256","mapSha256","v5","v6"
"25","pinned_supalosa","3","hfo-golden","0","39,82","88,34","0","1","0","Americans","1","3350110025","24000","pinned_supalosa__hfo-golden","hfo","competitive","27365781","b89fdcaca99b9ce6deb919a828ad1b8cecff35182b2b83c063d4d86bf2eb4398","304629","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","{""disabled"":{""status"":""candidate_win"",""tick"":7096,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":17625,""winner"":""baseline""}}","{""disabled"":{""status"":""candidate_win"",""tick"":7096,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":17625,""winner"":""baseline""}}"
"26","pinned_supalosa","3","hfo-golden","0","39,82","88,34","0","1","1","Africans","0","3350110026","24000","pinned_supalosa__hfo-golden","hfo","competitive","27365782","acbc94dbc4ae79a409820225a1b421c837c4055bbb74c96c1d64cb3292041bb1","563035","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":13577,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":13577,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"27","pinned_supalosa","3","hfo-golden","0","39,82","88,34","0","1","1","Africans","1","3350110027","24000","pinned_supalosa__hfo-golden","hfo","competitive","27365783","c6e04d8ac1c187758134a32d87ef0eca00511ae955e60353e6e0d6372151f71a","500998","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","{""disabled"":{""status"":""candidate_win"",""tick"":11844,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":9575,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":11844,""winner"":""candidate""}}","{""disabled"":{""status"":""candidate_win"",""tick"":11844,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":9575,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":11844,""winner"":""candidate""}}"
"28","pinned_supalosa","3","hfo-golden","1","88,34","39,82","1","0","0","Americans","0","3350110028","24000","pinned_supalosa__hfo-golden","hfo","competitive","27365784","65e19884e5c5a154befa94fb8e08177b9ef775fea59d1a882db84137c7f7d47e","366199","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","{""disabled"":{""status"":""candidate_win"",""tick"":11680,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":12847,""winner"":""candidate""}}","{""disabled"":{""status"":""candidate_win"",""tick"":11680,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":12847,""winner"":""candidate""}}"
"29","pinned_supalosa","3","hfo-golden","1","88,34","39,82","1","0","0","Americans","1","3350110029","24000","pinned_supalosa__hfo-golden","hfo","competitive","27365785","8e58198fda2102ebe8cec0871f4e6a2afd0bdfd228eea952ee453b45056b4d15","323816","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","{""disabled"":{""status"":""candidate_win"",""tick"":10648,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":12490,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":9544,""winner"":""candidate""}}","{""disabled"":{""status"":""candidate_win"",""tick"":10648,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":12490,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":9544,""winner"":""candidate""}}"
"30","pinned_supalosa","3","hfo-golden","1","88,34","39,82","1","0","1","Africans","0","3350110030","24000","pinned_supalosa__hfo-golden","hfo","competitive","27365786","38662cbb41b2a0007a8874ecdada21d53fb44e483c1f51820bc5a0b7b73cbcbd","518835","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","{""disabled"":{""status"":""baseline_win"",""tick"":9420,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":11888,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":9420,""winner"":""baseline""}}","{""disabled"":{""status"":""baseline_win"",""tick"":9420,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":11888,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":9420,""winner"":""baseline""}}"
"31","pinned_supalosa","3","hfo-golden","1","88,34","39,82","1","0","1","Africans","1","3350110031","24000","pinned_supalosa__hfo-golden","hfo","competitive","27365787","a2c4615af9246a910cadcd96aea5599bcb743e50faab6b1efa761a4f958d142a","751518","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":8310,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":8310,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"32","pinned_supalosa","4","hfo-corners","0","39,82","88,34","0","1","0","Americans","0","3350110032","24000","pinned_supalosa__hfo-corners","hfo","competitive","27365896","82cb6134512582e2b0558aa7b86b2c794ee2e703bc2f5e947e07f431b3277194","215744","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","3aa63da555db30d0d97d9319057650c440ebf57f655c8c001705e312768e628a","{""disabled"":{""status"":""baseline_win"",""tick"":8883,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":8326,""winner"":""baseline""}}","{""disabled"":{""status"":""baseline_win"",""tick"":8883,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":8326,""winner"":""baseline""}}"
"33","pinned_supalosa","4","hfo-corners","0","39,82","88,34","0","1","0","Americans","1","3350110033","24000","pinned_supalosa__hfo-corners","hfo","competitive","27365898","1bb5f5beee6ca22784ae71b56abd638959384048a675926727562823efa76cd3","243675","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","3aa63da555db30d0d97d9319057650c440ebf57f655c8c001705e312768e628a","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"34","pinned_supalosa","4","hfo-corners","0","39,82","88,34","0","1","1","Africans","0","3350110034","24000","pinned_supalosa__hfo-corners","hfo","competitive","27365902","3bf4aa3b3dbe7efa5a18b90ae0980676cfeae58d4054c8570f1caa31d021b790","522598","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","3aa63da555db30d0d97d9319057650c440ebf57f655c8c001705e312768e628a","{""disabled"":{""status"":""candidate_win"",""tick"":21114,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":21114,""winner"":""candidate""}}","{""disabled"":{""status"":""candidate_win"",""tick"":21114,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":21114,""winner"":""candidate""}}"
"35","pinned_supalosa","4","hfo-corners","0","39,82","88,34","0","1","1","Africans","1","3350110035","24000","pinned_supalosa__hfo-corners","hfo","competitive","27365903","3bb83f3d21a7de97aab73ee1c6d7cb140d1912521a2e0922f6f5887c84be0df0","524381","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","3aa63da555db30d0d97d9319057650c440ebf57f655c8c001705e312768e628a","{""disabled"":{""status"":""candidate_win"",""tick"":20249,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":13580,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":20249,""winner"":""candidate""}}","{""disabled"":{""status"":""candidate_win"",""tick"":20249,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":13580,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":20249,""winner"":""candidate""}}"
"36","pinned_supalosa","4","hfo-corners","1","88,34","39,82","1","0","0","Americans","0","3350110036","24000","pinned_supalosa__hfo-corners","hfo","competitive","27365951","e3bd7fe77bbe3904dcdc57da1c546843b2bcb6ce6dfa09284618daf8a0281098","252475","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","3aa63da555db30d0d97d9319057650c440ebf57f655c8c001705e312768e628a","{""disabled"":{""status"":""baseline_win"",""tick"":7006,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":7663,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":7006,""winner"":""baseline""}}","{""disabled"":{""status"":""baseline_win"",""tick"":7006,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":7663,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":7006,""winner"":""baseline""}}"
"37","pinned_supalosa","4","hfo-corners","1","88,34","39,82","1","0","0","Americans","1","3350110037","24000","pinned_supalosa__hfo-corners","hfo","competitive","27365954","b86a1bc54e4265058c2cc3fbaab7c4d7d3159ce3ed0a38870501fc7eea47586c","344439","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","3aa63da555db30d0d97d9319057650c440ebf57f655c8c001705e312768e628a","{""disabled"":{""status"":""candidate_win"",""tick"":16546,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":20134,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":11488,""winner"":""candidate""}}","{""disabled"":{""status"":""candidate_win"",""tick"":16546,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":20134,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":11488,""winner"":""candidate""}}"
"38","pinned_supalosa","4","hfo-corners","1","88,34","39,82","1","0","1","Africans","0","3350110038","24000","pinned_supalosa__hfo-corners","hfo","competitive","27365958","94f2003d8fe319b23af2f6f3e4603ad54080a40fc3b6ec6074a3d15a96dc117b","376650","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","3aa63da555db30d0d97d9319057650c440ebf57f655c8c001705e312768e628a","{""disabled"":{""status"":""baseline_win"",""tick"":7918,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":7918,""winner"":""baseline""}}","{""disabled"":{""status"":""baseline_win"",""tick"":7918,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":7918,""winner"":""baseline""}}"
"39","pinned_supalosa","4","hfo-corners","1","88,34","39,82","1","0","1","Africans","1","3350110039","24000","pinned_supalosa__hfo-corners","hfo","competitive","27365960","241da6e22813a7579e7c5df834caa41d1e9ac975f90dbe33d17a5c87150624cd","489783","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","3aa63da555db30d0d97d9319057650c440ebf57f655c8c001705e312768e628a","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"40","pinned_supalosa","5","hfo-corners-b","0","39,82","88,34","0","1","0","Americans","0","3350110040","24000","pinned_supalosa__hfo-corners-b","hfo","competitive","27365976","8cf25eabf2b1fee3a2d76c967dfd009b1df0ae2ce7bbd14552d65604ace39bef","205449","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","fb4ffb59de9f0ba114bd7f37a943f1ce9a4496e3ecb3e9382e72392039833a73","{""disabled"":{""status"":""baseline_win"",""tick"":7738,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":7618,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":7618,""winner"":""baseline""}}","{""disabled"":{""status"":""baseline_win"",""tick"":7738,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":7618,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":7618,""winner"":""baseline""}}"
"41","pinned_supalosa","5","hfo-corners-b","0","39,82","88,34","0","1","0","Americans","1","3350110041","24000","pinned_supalosa__hfo-corners-b","hfo","competitive","27366020","d45e423fbac201c1b538c124a27d1d96cdc6adde39c0d3c0c18002807a43a1f2","382104","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","fb4ffb59de9f0ba114bd7f37a943f1ce9a4496e3ecb3e9382e72392039833a73","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":8194,""winner"":""candidate""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":8194,""winner"":""candidate""}}"
"42","pinned_supalosa","5","hfo-corners-b","0","39,82","88,34","0","1","1","Africans","0","3350110042","24000","pinned_supalosa__hfo-corners-b","hfo","competitive","27366037","15983a1ab7e6941d87b82387143d49f3f9f49fcca6fd2197e344f2daf9ecea4d","425029","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","fb4ffb59de9f0ba114bd7f37a943f1ce9a4496e3ecb3e9382e72392039833a73","{""disabled"":{""status"":""candidate_win"",""tick"":17644,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":17644,""winner"":""candidate""}}","{""disabled"":{""status"":""candidate_win"",""tick"":17644,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":17644,""winner"":""candidate""}}"
