"taskIndex","mapId","mapCaseIndex","jobId","country","countryOrdinal","candidateSlot","candidateStart","opponentStart","repeatIndex","requestedEngineSeed","winner","updates","endpointStatus","cellSha256","trajectorySha256","rawPath"
"163","hfo-rvr","24","24634600","Alliance","1","0","151,118","88,34","4","3002700024","candidate","8410","candidate_win","f9660fbc6efb4c512ed89af219e333639efd1c10425137d2cc43264aba54233a","eb0c6b720bd704ee1b4bd4e84b9d37c7a173885030f63f7534dbf277d251e2a9","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-163/cell.json"
"164","hfo-rvr","26","24634618","Alliance","1","0","88,34","151,118","1","3002700026","draw","90000","tick_cap_draw","532ca0aca8b4c6bd40fd71f43c9714034b35c397b4355721a48c31ef3f3e4f88","7cc6d9d1fe2a58b4a6add3c4ac8400ca1fa8bed54ee3745f3c99ff11b622ee13","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-164/cell.json"
"165","hfo-rvr","27","24634619","Alliance","1","0","88,34","151,118","2","3002700027","draw","90000","tick_cap_draw","fd07ffd7f92a4319a5f364f42978ffaff3fb48641ca962fa2a8934a92ed15f20","9324426daa349863cb3e34f075a03649a3cba8d7c5a810de79586d02a7c96dd2","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-165/cell.json"
"166","hfo-rvr","28","24634621","Alliance","1","0","88,34","151,118","3","3002700028","draw","90000","tick_cap_draw","66ec379d6cdc78337e40e38e97b9e40578da1d0d3e72e40f3b7221f88db373ae","f2682d07be690a0bc84422224aa781caa981778a03f065d160a24a2d0d85b504","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-166/cell.json"
"167","hfo-rvr","29","24634623","Alliance","1","0","88,34","151,118","4","3002700029","draw","90000","tick_cap_draw","26cbf370bd14366dc14d35a7fe327667d6683123923c144a2c539a118b2a0994","dd5f3d8383b70dbe8ba1803622c70e53a48a53325021b81df9f3ff319073fa07","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-167/cell.json"
"168","hfo-rvr","31","24634624","Alliance","1","1","151,118","88,34","1","3002700031","candidate","8584","candidate_win","ce00d63656738fe102340ad61b98e8e67b7a25b6135a35257c389f7963827f24","344616b9ce772d1701396ce2aca61fe547b69626ac5ca8f711aa926a1c38a756","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-168/cell.json"
"169","hfo-rvr","32","24634625","Alliance","1","1","151,118","88,34","2","3002700032","candidate","22298","candidate_win","cf59b28e04bea18c3993f3bf6170c11615f0d89e1da8b97771e49775ba571e99","0a274e66554ec1ac201d48d613b9b2b3ddba323d4bfa63eece05b26fb7ef320e","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-169/cell.json"
"170","hfo-rvr","33","24634627","Alliance","1","1","151,118","88,34","3","3002700033","candidate","8734","candidate_win","9a0898e9f46f46db3057631d35df3ee280187eba81cbee8faf660c80e348ff5c","78d7688b6854071bb5dafa32547f55b547ea3480de2dfc93c2cf01d3af157ced","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-170/cell.json"
"171","hfo-rvr","34","24634628","Alliance","1","1","151,118","88,34","4","3002700034","candidate","9580","candidate_win","1fee721fb70a3bcdc43ed5ce70d729a2cf5ccff155480f7b641360404a6e6c8e","e02b2e8afc6715b37c35962442602bc87dbe451116abcf4941de3a43155db29d","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-171/cell.json"
"172","hfo-rvr","36","24634630","Alliance","1","1","88,34","151,118","1","3002700036","draw","90000","tick_cap_draw","b5d56734b60fd5d62203cd6d93156fbaf0b270f653c4c3d73cd3c7bd27fde31b","05c9e5a13d7077c1e4dd747a0447e37b343cd265910e7a51a1e60bdb830f7952","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-172/cell.json"
"173","hfo-rvr","37","24634633","Alliance","1","1","88,34","151,118","2","3002700037","draw","90000","tick_cap_draw","4d306e17c87251b701fe86c928de3efe892c7d7215ba30798acba915b9501f4d","ae31e6856c608297740eeeb006db1c24f89fbc839e0bb59cf234e3798f285149","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-173/cell.json"
"174","hfo-rvr","38","24634636","Alliance","1","1","88,34","151,118","3","3002700038","draw","90000","tick_cap_draw","b2e3a9d29400a1faf129f6d05dad2d8d3716aa3418e975ccf7de7c6ecfda7f49","611a167daf7eb3d0389028ee97ad5e4f48956d3c05b735f1d257448b7d7e7ccf","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-174/cell.json"
"175","hfo-rvr","39","24634637","Alliance","1","1","88,34","151,118","4","3002700039","draw","90000","tick_cap_draw","7a9fcfb694bedb50a1e50eea157ef1829f1f913efd8af227cb2d741e708283ce","8e6aac3b394784f8eb4990f1aed2301cb27a6a249f33ce6418e1d82a1a37fd7f","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-175/cell.json"
"176","hfo-rvr","41","24634638","French","2","0","151,118","88,34","1","3002700041","candidate","8932","candidate_win","66a3b9c6a1da8d1c1777b9435839fe0b5c1373a783162541e31df22670f38d92","a436a94fb9fd7e3e136c2d05a32e0de8b5fa8e25f7b96b7d5139d9fb9cf08783","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-176/cell.json"
"177","hfo-rvr","42","24634639","French","2","0","151,118","88,34","2","3002700042","candidate","66797","candidate_win","305b96c8370f30ca35db734321479f92e0ec71d57eb1003df279b423b4bf14d7","6a0dc4fcda738cc3bec689c0556030773e2c0ea1ddd92c16241b61306feb82f8","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-177/cell.json"
"178","hfo-rvr","43","24634640","French","2","0","151,118","88,34","3","3002700043","candidate","8932","candidate_win","69ae209d1bf9efcce96bf4cbe16b6691c271b213336330509d680a6d2b8564ba","42524ebb2f3b4461df67496d49742b78111e7952258c3773b724364cf29b9475","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-178/cell.json"
"179","hfo-rvr","44","24634644","French","2","0","151,118","88,34","4","3002700044","candidate","45524","candidate_win","eef95c6a9bcf95290cc00cc4b862b14d26e4b54e47f39c1c23e8e2eea46f4eee","93ce191a5c7b5df9f2f84ebc92ed92ad9885b40f78490688c6e4ec5d32d3ba3b","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-179/cell.json"
"180","hfo-rvr","46","24634645","French","2","0","88,34","151,118","1","3002700046","draw","90000","tick_cap_draw","4ea65e54a59a708ebdd97683bd133e12f8ff16fb769b7411eb9422b5f5a391bd","5d6daaf80057c4e189b3fab19b6acb2024d3845fe99085ea17bd27a7b4efc873","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-180/cell.json"
"181","hfo-rvr","47","24634647","French","2","0","88,34","151,118","2","3002700047","draw","90000","tick_cap_draw","79e31e3b93145b4930b9312dbdbbfc5b6576b2a5df5db656735b43a553787721","fb3cd80579e56949c3e38c55a3c02f1404105c9da31136d206e1de29553778ec","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-181/cell.json"
"182","hfo-rvr","48","24634649","French","2","0","88,34","151,118","3","3002700048","candidate","37133","candidate_win","60548cd4fb9b3b76cd2c285741f3b7498ed1d9521348839b2156966c712603e6","ff268ac24224b1d0fe7f8d5c1d703e371deae28f9df4f56806fdb8050bf3d13f","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-182/cell.json"
"183","hfo-rvr","49","24634798","French","2","0","88,34","151,118","4","3002700049","candidate","24830","candidate_win","355120cb440e3ce81418581872cd1ed6e2c959d0c1a4623ea95803ab4b82762e","db82989d228500e886d4556dd82f408be8ddf6a68fcdedd69349cb394694c10e","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-183/cell.json"
"184","hfo-rvr","51","24634799","French","2","1","151,118","88,34","1","3002700051","candidate","9286","candidate_win","5f93cd5933f1064faa54d08d5fd8848b182a6ed53eb7c1865a89abc6e48e322a","456af9ad4f456d9d87844bc33040bebc784bf463625ea769eb88266092d5fb96","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-184/cell.json"
"185","hfo-rvr","52","24634800","French","2","1","151,118","88,34","2","3002700052","candidate","22309","candidate_win","5a9647fff922dfec5c19404a32c8f56b2c3e4d0ac9978374cf6d40131a027fcf","8034c3cb4dfea31ccc2cebc32eab394d1b1b842004a11d85b7a6f5e3cee6b932","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-185/cell.json"
"186","hfo-rvr","53","24634802","French","2","1","151,118","88,34","3","3002700053","candidate","8722","candidate_win","8f6eb814b45b209b93eebd301a34b23c0129cd4a8cbb70efa16c35c847f8efe0","9a65d181610799703405a13a960f910778a39877de7e214568f61b2bd79643d7","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-186/cell.json"
"187","hfo-rvr","54","24634812","French","2","1","151,118","88,34","4","3002700054","candidate","8452","candidate_win","e1889593f1ddb94dced421d0084f6ac526aaa46d6c01e303f66af6355e790bfd","e0d5886b8e186e5e633546d658c7d656de24e739681f0d999372f34ace8c3471","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-187/cell.json"
"188","hfo-rvr","56","24634823","French","2","1","88,34","151,118","1","3002700056","draw","90000","tick_cap_draw","31eb5b674a185be138899efe8dc673403dabec5cf20ddf9cc4fd605db33be23f","a9cb497aae1b2cc63c2b5bdcc1275a1451abf9a47fc74ecce2a70f94340987de","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-188/cell.json"
"189","hfo-rvr","57","24634825","French","2","1","88,34","151,118","2","3002700057","opponent","53241","baseline_win","68482c974ab4f06c76d98a6ba458d7f0021cd6e5180018616fec5ec7041689d8","d7749ffeb6e99016064ccc15395500348d37c8c04911096f97294a4651e9cd65","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-189/cell.json"
"190","hfo-rvr","58","24634826","French","2","1","88,34","151,118","3","3002700058","draw","90000","tick_cap_draw","01ef0a34744f1b05a46ed90535fc3bb035feef5543f40497a883324372b04bb9","ae778d667882f8ee140bb8bf77131045b3de144395e1005874cefd43a6c3f0cb","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-190/cell.json"
"191","hfo-rvr","59","24634827","French","2","1","88,34","151,118","4","3002700059","opponent","85180","baseline_win","f783a3befb2aabbaaa31e0ad8aefd58a50e5fbdec469552653cfb03504d9c480","516e5125c21488ae4fe4fb9f1b815fe960cf1e3ad79aab1d012cc3af99719276","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-191/cell.json"
"192","hfo-rvr","61","24634828","Germans","3","0","151,118","88,34","1","3002700061","candidate","33530","candidate_win","e4f28db8c815ed401a1538af923274302286bf95b731d9893dd04745d52b2a8b","839987834299e4935aa54303ac33319027c004f0ad8c06ef84f04a55ea28a137","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-192/cell.json"
"193","hfo-rvr","62","24634829","Germans","3","0","151,118","88,34","2","3002700062","candidate","8759","candidate_win","cbac49823e44763c323c3e1109836973b5cc295c7de32119b8c6017391ab608e","32466248999215dd4dd7a7390b0ec5912a6d56582cbe100fa799de8c0ba7eb20","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-193/cell.json"
"194","hfo-rvr","63","24634835","Germans","3","0","151,118","88,34","3","3002700063","candidate","22295","candidate_win","6e9f680b0158e56ce0d771ffc0ee933f2f6bb76783061d19ec4bd6b11c274c58","925e4bbb101655a2fead191193e371ed274a232812c861731fbd1231605b362f","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-194/cell.json"
"195","hfo-rvr","64","24634844","Germans","3","0","151,118","88,34","4","3002700064","candidate","8950","candidate_win","1dcab500cc38b7be9e0313e2f489feb93a38dcceeb570f908664dc0313ab17bf","4c6f7a3bd79852bbcbdce0efcaf67608deb524f50ee1d37efb4dd4a9f5883af2","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-195/cell.json"
"196","hfo-rvr","66","24634847","Germans","3","0","88,34","151,118","1","3002700066","draw","90000","tick_cap_draw","1cf69802eb1de8c71b27c07082895cf0c98e29fc76e55f3e913588d7f17e5e81","9a0db8881e2ad2328ed07b2fb5fd3157fb8a3344be4b62f99369dc1c8ce4420c","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-196/cell.json"
"197","hfo-rvr","67","24634848","Germans","3","0","88,34","151,118","2","3002700067","candidate","44791","candidate_win","3c3efc7324e28f17eca37bd206d8578a7c47230c620776bf6add3237f33a8a6e","4715f1c2c0a450e942bbada8e141f53474c599d7a505f691acee5f6479e185be","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-197/cell.json"
"198","hfo-rvr","68","24634850","Germans","3","0","88,34","151,118","3","3002700068","draw","90000","tick_cap_draw","cfa5377e2a8f54c4d11b77022c50e4e03f709f0c8f32a9e8715094855ef1d287","9a82d761389c5f05e18ea247dc74432218a3302e11ccf31346bcabacb8488fc8","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-198/cell.json"
"199","hfo-rvr","69","24634855","Germans","3","0","88,34","151,118","4","3002700069","draw","90000","tick_cap_draw","50cfe70e0e9cd0ceb47a2bd5d921dacd5c5700cced971d9c9b5057a4a927437c","eaae9c706bba86114c092a8e825529b1e925fc908a9b774948428704ef8277aa","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-199/cell.json"
"200","hfo-rvr","71","24634856","Germans","3","1","151,118","88,34","1","3002700071","candidate","8971","candidate_win","6aa715cb613cfcc9efbba2befb5f532bf3ee6b0cc5104323a6b96f89d7b3602e","8b916b76342b94e62b13fe845814bf0f3558a5ebeb42e8c251d6c4237228466d","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-200/cell.json"
"201","hfo-rvr","72","24634857","Germans","3","1","151,118","88,34","2","3002700072","candidate","8748","candidate_win","efadf2b79a5f3f24c13aa1e1e58c268b71ff3aacbcc797c5d9698dfbdbde2ad0","fc2109a1a225eb265b448cdc19f211a65354005db26146b6d32f0cf3014ff5cc","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-201/cell.json"
"202","hfo-rvr","73","24634859","Germans","3","1","151,118","88,34","3","3002700073","opponent","19814","baseline_win","509690521b4c7a232d0568597c09f62ac5a60dc3b7c7338c3c3af84cc731973c","20ee138e0a9b53354cb08492c663aa2fd61abc65902b285e90c9861728c56ab0","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-202/cell.json"
"203","hfo-rvr","74","24634861","Germans","3","1","151,118","88,34","4","3002700074","opponent","46070","baseline_win","c802bb63770e56dc9b6318bee96b1ca1c60b8723daa453a500c6c7e1b08dd6b8","948e69d312ad0ca8198eb5651917f825d1d62e6edecebda77f22b6747338466a","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-203/cell.json"
"204","hfo-rvr","76","24634863","Germans","3","1","88,34","151,118","1","3002700076","draw","90000","tick_cap_draw","fa2648e0928f3ff9c7038228c0412b0f2edf1cec558604e506a03e573e961f66","7ce08487c77ab1f2728bde41813d4facef18188a1f62b5481d8be9a1a44fdf00","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-204/cell.json"
"205","hfo-rvr","77","24634870","Germans","3","1","88,34","151,118","2","3002700077","draw","90000","tick_cap_draw","bcadb605a742eb1cf1487d1f4bd94f7c7458050b76b5b598ff81e46b230b515a","3bf9818002b4f200a0ec4898a01af7f60a592bf45589531b6c15437693f0d676","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-205/cell.json"
"206","hfo-rvr","78","24634872","Germans","3","1","88,34","151,118","3","3002700078","opponent","73034","baseline_win","44dfdb46e09dc3e7a9acaab868cb6942f1f9479fa58a0aff27635af4585d75c9","8d3285e62f21b658bed565f22032d7c76433b3f2aa98e1042e0382f43176474f","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-206/cell.json"
"207","hfo-rvr","79","24634873","Germans","3","1","88,34","151,118","4","3002700079","draw","90000","tick_cap_draw","01ce8c12fe52bf82aac0e9b94fd69e3d6f53a7819dfca8ac29fc0d7a2c6184bc","e10eed2ae0be5e9a7baaac87d8b63b3e9dd39df85d7201310ef8fdab16618fc6","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-207/cell.json"
"208","hfo-rvr","81","24634875","British","4","0","151,118","88,34","1","3002700081","candidate","22010","candidate_win","94c7e49de3b275a11bad2da8e0cf0babf8e89887561de9395c2e8265ea12f5a2","19a79576653dfee2c14f22f65b5d2b1cd83b1dec2118db022ad0a679e3906c34","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-208/cell.json"
"209","hfo-rvr","82","24634876","British","4","0","151,118","88,34","2","3002700082","candidate","8410","candidate_win","801593b573f99e34a3c58e78f232f71d7f0a20a69f9e579a27f2c27f1c794f45","6c4140a4e6a0b89005dadd6a47ec76c233a0ff92306af0e365746867a67f68ad","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-209/cell.json"
"210","hfo-rvr","83","24634879","British","4","0","151,118","88,34","3","3002700083","candidate","9970","candidate_win","171b3207a15e7ac27db50e45af2dd57310f8c6b3d7dfce84b73fcd50625a87f0","0a156d6b6907e79718bd9f050ccdfa58951649fa27e4aff7e54b25bb115a5843","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-210/cell.json"
"211","hfo-rvr","84","24634884","British","4","0","151,118","88,34","4","3002700084","candidate","8764","candidate_win","8c4057d8ad3c4fbd435b8d2ec24d8253adc772a7597b9bc52918146b83144590","95679d2a69866e636761c88f91808240e659bd731f12da35de0f068150532ae6","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-211/cell.json"
"212","hfo-rvr","86","24634885","British","4","0","88,34","151,118","1","3002700086","draw","90000","tick_cap_draw","81a6ecd308ea9058aafb55a4051b6f6cc303bf2047b39c028b9c93d67f9bf394","7a3366840d0aa563592378f5e3baecec61ee80d3e0ef63c49e3d080e06e52331","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-212/cell.json"
"213","hfo-rvr","87","24634886","British","4","0","88,34","151,118","2","3002700087","draw","90000","tick_cap_draw","d73aaee1a230b04de66601213c6631c231a427f4034da5b10dc3912b8125cae7","963cf539f0182cffe032e45a064a393aefe93378e2797d01a68fbfc7c89cabcf","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-213/cell.json"
"214","hfo-rvr","88","24634889","British","4","0","88,34","151,118","3","3002700088","draw","90000","tick_cap_draw","0191d63e2b700b1efaf5c8b3722c919b506c05fabdbbd98d437f3e1b9316c7b3","8957fd50e6d3e55dbd473e221e09579ff31e23a0bfb19782960b345fd2819ffe","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-214/cell.json"
"215","hfo-rvr","89","24634890","British","4","0","88,34","151,118","4","3002700089","draw","90000","tick_cap_draw","e7499353ca4cec622f8a503430f2b01d253bd8df588c6b39711d4fd204f4e0b5","75a0b9b97bbc70a498778d3bd8f23559fef40cc6b4457c326c13952a59572b3a","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-215/cell.json"
"216","hfo-rvr","91","24634897","British","4","1","151,118","88,34","1","3002700091","candidate","8908","candidate_win","32c22e627ce0ea863e519397584ea9d78bc5a621a123772591bc36dba0fe538e","0b002df26fddc8fcaadd776b37c2d2f45813b33b57adc5cfa66c9e6b9fe3d786","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-216/cell.json"
"217","hfo-rvr","92","24634898","British","4","1","151,118","88,34","2","3002700092","candidate","8860","candidate_win","a7852539dcf023be6a3e1efe0693a8e222cafa41ade1948516d03d0eae8cedf6","6a54ecc0d97b0a3aa0994838f6c2191274c7998d9a6c0c9ac4e40f87b25b73f4","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-217/cell.json"
"218","hfo-rvr","93","24635081","British","4","1","151,118","88,34","3","3002700093","candidate","9136","candidate_win","47d91742a2875a76f7ef1dec761460091a10b50e32c547414c261e0a43a5fb24","e71c240aeaa56a61ca367f67b297d908ce180524c086d1a61e9f85d957ad8d48","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-218/cell.json"
"219","hfo-rvr","94","24635082","British","4","1","151,118","88,34","4","3002700094","candidate","9346","candidate_win","45a1ba2d804d0da565a38885c456a5e26ebad5bc9d41e51ec6f6508ebdd563b9","25a3fa4141ccabc4761adc4882f393159c94e36d2dbdb22c3267bf96207086f8","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-219/cell.json"
"220","hfo-rvr","96","24635083","British","4","1","88,34","151,118","1","3002700096","opponent","54864","baseline_win","8a6b6da21e0727966e8ac626a00518f1a870072483ac66f35fef621359a149af","65d1c7b0c9c7295c1b35fa06b49af4459866d123e016c7d24d05c4477a95828f","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-220/cell.json"
"221","hfo-rvr","97","24635086","British","4","1","88,34","151,118","2","3002700097","draw","90000","tick_cap_draw","9a032089f8a5d6aadf79f4048d581e8e69a56bb8b4f0dd64b6b6779b6eb70faa","dea8e5e8db40924c2b27b836e6c8f32dd23d50d82e8d16db6ab6b3ad0bf6f4b9","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-221/cell.json"
"222","hfo-rvr","98","24635087","British","4","1","88,34","151,118","3","3002700098","draw","90000","tick_cap_draw","dae552a59342c943b075b867acb8bb6f1d182a6996a9330848e850a892488f96","7d04b90b5172d4637eb7b1321a28b6772a21e4645a48e8deb5e16d1c0c539fee","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-222/cell.json"
"223","hfo-rvr","99","24635093","British","4","1","88,34","151,118","4","3002700099","opponent","87216","baseline_win","51796e669480d89ae57b1980ac52b3c05fdf5e78ed9757815b5364bd0b90d2c5","2e1deb1b77019f4ebcfdd02bad051920b6775132dc74b63ce48f6cb76905ed8a","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-223/cell.json"
"224","hfo-rvr","101","24635094","Africans","5","0","151,118","88,34","1","3002700101","opponent","19142","baseline_win","2b80aef267b3622b77fc890e786fcaef55e365d69d8f28ed2238ddc92d66fb4e","729a8fd44e10dc54bd31b117317ad8fa2abd06709b98fc11954c5f75f3626106","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-224/cell.json"
"225","hfo-rvr","102","24635100","Africans","5","0","151,118","88,34","2","3002700102","candidate","22409","candidate_win","5c2bece5dff6974de9b55ba6be6e0d837d48084979178c328b024e954e5b5a9d","41d47dd9e6f2c0f1e8dc9cc4a073018e22e7a7865504010b407c64e5ae91f4fb","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-225/cell.json"
"226","hfo-rvr","103","24635101","Africans","5","0","151,118","88,34","3","3002700103","candidate","22284","candidate_win","fd8f92efb57bf0488a1c84070989f5844a1b7e8ac874bacbf7ad19d2372ff200","da42845d3e080593fce1bba5070d4caf342f4b1f826042eb6eb4ba38abdfec1c","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-226/cell.json"
"227","hfo-rvr","104","24635103","Africans","5","0","151,118","88,34","4","3002700104","opponent","23487","baseline_win","2eb8089e47fb5ec66531aec68987ca2f1c542ef58664db517f6adfff637bcdcc","2689fe21997591a2f721d21fbfb3fd53731fc47f8dea6f8895446ffcf20be9f4","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-227/cell.json"
"228","hfo-rvr","106","24635105","Africans","5","0","88,34","151,118","1","3002700106","candidate","29390","candidate_win","7f77cf3e9279b800e4310462a9795e09adc525731d9d4228113fc87bb53a2337","59fe36c36a6894a7aec9c2eb6eeb69b6a730ce3ae4261424b25ec3a583cef7a8","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-228/cell.json"
"229","hfo-rvr","107","24635106","Africans","5","0","88,34","151,118","2","3002700107","candidate","21744","candidate_win","35fcee230efd41a4a6762c553a24a5ed2c229adb11fdbaf17db269a515ccef39","12b042297847c3ee5f928d42733d3537e1f12407fa781119ca946ca3fbe15578","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-229/cell.json"
"230","hfo-rvr","108","24635107","Africans","5","0","88,34","151,118","3","3002700108","candidate","24477","candidate_win","91db3b024d5508b06ec5ee3c789798bda9b57a0cec609dde0c88c5f4a33a20b0","59201fdd9492cf2e311d1586512494c8135e8a4f45f5aa20139f6cc9865ddbb4","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-230/cell.json"
"231","hfo-rvr","109","24635109","Africans","5","0","88,34","151,118","4","3002700109","candidate","43167","candidate_win","5ee4399beb777d4c0791c1fbf4b1ae01bb34a9352d312c6cdc7a6516ada31488","79c64143884a3d35892210d32fd373b71f0c3fd093f7ebd958a7dfecee8ff7e4","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-231/cell.json"
"232","hfo-rvr","111","24635110","Africans","5","1","151,118","88,34","1","3002700111","candidate","22600","candidate_win","6acc12341658c8bf363e0f89ccdc70eba5b5d6ea8ee37896bbf723b136025fe1","3397e76fcdcb0738c34faf9f5e64c2358ad5314291e28b37229f872196e39043","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-232/cell.json"
"233","hfo-rvr","112","24635114","Africans","5","1","151,118","88,34","2","3002700112","opponent","52550","baseline_win","ec7358a08c2f78acee775b4b50a581a2bb779a38de2d2f4a11aa305617e83086","41a56e0a157ffdd44333f2553839234f0dd2b60c45071c9a3bfa21b3088131eb","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-233/cell.json"
"234","hfo-rvr","113","24635115","Africans","5","1","151,118","88,34","3","3002700113","opponent","62298","baseline_win","6493636aacb1bb5e0f89ccb63ec9c567d007156691839815207a0e9681757ace","d5175e3b248b10744a75918e52fb776f7256a40e20c55e0ec72b26049876d17d","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-234/cell.json"
"235","hfo-rvr","114","24635117","Africans","5","1","151,118","88,34","4","3002700114","candidate","66302","candidate_win","5012c85d7ad93a6fe2455b77becfc80729f3444061d7d4b38eb905dcb1bd9865","80e317a64d59e723929b1ce7f7a9e63c97d1e95efc8e229d18db951e7786eec0","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-235/cell.json"
"236","hfo-rvr","116","24635122","Africans","5","1","88,34","151,118","1","3002700116","candidate","49986","candidate_win","66696a66ca7414762ed3193e4cd20a872fbffda63a00475e68e485effe96e971","4d6886fec24ccd20866aa8261d8092795edd94642737ccf474ba2932113bb885","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-236/cell.json"
"237","hfo-rvr","117","24635126","Africans","5","1","88,34","151,118","2","3002700117","candidate","57822","candidate_win","7496c124b9cce3ee5b5c5bea0ae0f95376b55cb9c4c1d6955125a240e91651ca","b9748157b0cad694167ee77279b8ffe197fdc7006539436c5ab2363a9293074c","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-237/cell.json"
"238","hfo-rvr","118","24635129","Africans","5","1","88,34","151,118","3","3002700118","candidate","21780","candidate_win","b8aebb932f87727aeb129be0535c2bcb98360a68fa879fdb7f5ac2cc7b42cadc","50ae10da2f5f2935a29b461580aae05aef86aeb76cf8fe7285362923133cdfe8","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-238/cell.json"
"239","hfo-rvr","119","24635130","Africans","5","1","88,34","151,118","4","3002700119","candidate","21516","candidate_win","45de87f8f1fbf8edcae8cbc81e57a034cbca07652efd7cb84317275f226368a1","2a36efcffb4c1ab6ce1bd825bf69348b4d5ea0c5055e9c8a2f5cbf759e15a893","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-239/cell.json"
"240","hfo-rvr","121","24635138","Arabs","6","0","151,118","88,34","1","3002700121","candidate","54841","candidate_win","c22aff978e40266177a98977d81ed03465562d3ecd19b55e006c002ba997e9d3","5fd0e87cde40648dd3922bfd957583b5bd039a158a216f572946107ddff1ca73","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-240/cell.json"
